N_app,unemployment_rate,nominal_GDP,real_GDP,mean_price,mean_wage,median_real_wage,mean_real_wage,gini_coefficient,share_of_inactive,share_of_refinanced,unskilled_wage,skilled_wages,wage_ratio_s_to_u,C,DC,total_expenditure,A_ratio_FtoH,mean_m,mean_uc,mean_delta,tot_inv,unemployment_rate_sd,nominal_GDP_sd,real_GDP_sd,mean_price_sd,mean_wage_sd,median_real_wage_sd,mean_real_wage_sd,gini_coefficient_sd,share_of_inactive_sd,share_of_refinanced_sd,unskilled_wage_sd,skilled_wages_sd,wage_ratio_s_to_u_sd,C_sd,DC_sd,total_expenditure_sd,A_ratio_FtoH_sd,mean_m_sd,mean_uc_sd,mean_delta_sd,tot_inv_sd
12.0,0.081555,1616.3645271489338,1727.4883031153656,0.9377035029778097,1.412947743006555,1.4307968575894239,1.5149055414227948,0.268320679005098,0.010046875,0.396203125,1.2827052954242748,1.864024072202611,1.4547148661347031,1724.5673882344431,1828.5195398853557,1438.651947121121,0.291920358505101,0.3047389491707845,0.8189877683746167,0.9936025634239138,4489.59986614789,0.05900501652402107,202.54709502179327,112.35020802947321,0.11722976964932057,0.16208843939583722,0.13837285193210652,0.13994094502502918,0.01538524111369034,0.031965828770491395,0.05231867636403252,0.12226395794851665,0.1765552588620997,0.06633999185349203,218.48311339919488,251.76186275461902,130.70075084516267,0.08443332545484031,0.0577648175725855,0.056537711581041886,0.0005304972340518611,1004.026795241124
12.0,0.07554250000000001,1615.8600368795562,1744.309885281715,0.9278702260586811,1.4091225122689104,1.4397770466368014,1.5245765513552305,0.26463726685882566,0.0091875,0.401703125,1.2877963104013146,1.880507830862676,1.460965538106595,1750.9379554859631,1854.7613582889524,1451.4766722574059,0.24555836638865391,0.29899096188304364,0.8125883030156339,0.9940972960494985,6201.667896689803,0.05676022545541904,191.88108052719582,104.95275076158744,0.10857699304656841,0.1615567585692658,0.13654151957382102,0.1313275722689207,0.018797391208969217,0.03293228137026039,0.05549255431122607,0.1112184920208959,0.17007752430568931,0.06000445084088055,221.997180613264,259.6256143274984,127.08184899303366,0.0464314174242169,0.059866206083628165,0.06272264581036423,0.0006584966485415315,2317.294075951755
6.0,0.0704275,1514.6946596518164,1740.3430040890653,0.8713101300363907,1.3931802336528853,1.517344553121714,1.6026541270277914,0.26736994937336805,0.0031250000000000006,0.40121875,1.3485574026454135,1.986424808554558,1.4741980332617926,1739.1591574311515,1815.1091352891228,1375.9967863215081,0.44085916142846593,0.2734134816090864,0.7405942749003241,0.9938108912236635,5789.316206238265,0.04088929864585598,126.33091230179922,76.99453556219359,0.07418789586811281,0.10951844487742939,0.0998401299134861,0.09712373097219724,0.01286361606353588,0.01692700320493855,0.04387347531182708,0.0872597991485713,0.12261348018729211,0.05280566781110993,141.59048292825014,159.62807645702117,87.27842473982088,0.06236937393216507,0.0449329083649137,0.03633805242591413,0.0008129819177897139,956.420395167004
6.0,0.06677749999999999,1525.9480655064847,1744.6095855444912,0.875326123750825,1.425798099305389,1.5439392676554435,1.6306896088599465,0.266289255745929,0.0021562499999999997,0.41275000000000006,1.3759622421979218,2.0143739921444683,1.4662015013403689,1739.4744760669519,1816.047895524553,1375.3063816090312,0.4853021508319609,0.25026767025028,0.7555750080486618,0.9932845273544569,8445.606027483867,0.03623545216704214,110.66222314579865,69.33096570188947,0.06294827755340351,0.10481565538832525,0.08610052793917487,0.08179874723419357,0.01037602771745196,0.010497348995698867,0.043735890581992266,0.08280786403277036,0.09541033151693515,0.060597765653839654,136.95841618552424,152.30389439240415,78.8105742547792,0.02410433025527029,0.02884928061792257,0.03792514749946464,0.0006602312231854974,1544.6935869143103
3.0,0.0766925,1546.8011470391816,1696.6079592670028,0.9118604146701764,1.288891129990126,1.2660632506753444,1.415390151705067,0.3146546280751085,1.5625e-05,0.3501875,1.1984459191730445,1.742041900281656,1.4551222083896898,1696.1289363088113,1782.717262096639,1378.9827469537504,0.5028460857397855,0.4765715044958864,0.6904884971788099,0.9975928312782051,1862.5994313261,0.026326848344418275,110.35230784041283,49.209138254496594,0.061774699230098894,0.07970338462813317,0.0566583934584523,0.06252145760129132,0.010851461837723769,0.00031210913055372156,0.041893232970851034,0.061443917015076906,0.07721607423332044,0.05572875520456572,101.1817098299971,115.68222171164085,68.12025998480536,0.012525812619521615,0.06347646402684896,0.03331439695253152,0.00012608963170008874,368.61320890448195
3.0,0.0781375,1554.3051102453528,1689.4399630483836,0.9204353799753647,1.2976678590650506,1.2588969932031921,1.4123637549392196,0.3156689114292893,0.000125,0.34971874999999997,1.1922304036660936,1.7441894512770006,1.464454217311727,1688.1936969570647,1777.893863380653,1380.7862848092104,0.5295084949703647,0.46927021308654576,0.7378819372396088,0.9979059770926264,1862.3435307098591,0.030167591779092992,130.5846026877329,55.9413193490627,0.07642216384501353,0.09741200157735513,0.06752418801330337,0.0700263108967204,0.011504787106281328,0.0024968730444297725,0.04458268958842097,0.06570133995641829,0.08988254518843691,0.05983921967879578,121.39686475842421,138.45815635012104,77.06488515222318,0.014454212446848764,0.06493765466774427,0.03956293579996821,0.00020237234677308288,615.7523423402923
2.0,0.08549749999999996,2037.8684783147137,1682.12531206646,1.2113666870190851,0.2782037259376317,0.1943574830676236,0.23014174600419376,0.29932249068141437,0.0,0.12890625,0.19494513843781328,0.2829444460148865,1.4527017520651497,1682.0388106737496,2236.6348185290685,1684.9743006539438,0.33336110262435353,8.266939475760774,0.1531152388712891,0.9988123505717708,755.3962189102992,0.01724963749619104,119.68296089643427,34.03747370248711,0.06467466152091168,0.021135354616755742,0.016751268206989293,0.01935727305898243,0.008944635982195984,0.0,0.023242417278275942,0.017098347453709556,0.024021117725795668,0.05482759174647049,59.04246803286139,144.52841419565362,41.04358438287951,0.017474607168177596,0.7867965573808502,0.011685611363320563,3.771232978508919e-05,109.80683017812831
2.0,0.08689249999999998,2046.4622219819826,1679.7775882166006,1.218333703035096,0.24269556046875493,0.16872640925478297,0.19956744149752384,0.28691954681037446,0.0,0.122171875,0.16890124948146665,0.245450534213022,1.4547730754924486,1679.25379055296,2286.825125648962,1689.878599188906,0.34192088151046135,9.584874333312454,0.13905962210989986,0.9986423755017299,761.2177322910886,0.017003409768337644,109.17147038300598,32.756426866321256,0.06136933009221612,0.02477901436390047,0.01799613271605859,0.021416402375223992,0.013711606671807484,0.0,0.02258036321086034,0.01873478682348248,0.026112024073432535,0.05109346811545829,58.05433333397048,191.2968380977447,38.0519090650866,0.01794383380924872,1.051277038195165,0.013698571600578729,0.00015398443114666443,108.60759003716316
2.0,0.08647499999999997,2043.8874653645512,1676.2567572899234,1.219360737545682,0.23452211569406017,0.16171359673479796,0.19271876599426072,0.2881430437862362,0.0,0.11857812500000002,0.16267161047812828,0.23771975037962803,1.462139500158206,1676.0040432362136,2306.5051227952567,1691.104900966266,0.3388224102481612,9.871683944933594,0.14066927461615683,0.998521983723229,742.2027946321418,0.017009537765618442,113.09787136098485,34.24402643036987,0.06353560159202216,0.014613010041867469,0.011494882720514485,0.013845772553753325,0.010801200919217692,0.0,0.022226412840005805,0.011906846275588393,0.017793465890299655,0.053626353728563905,57.61714876749523,201.5540019895783,42.361341142285454,0.014257090336651419,0.7171146801491489,0.009148040727411638,0.00011627688359521213,103.14309152923383
3.0,0.0797525,1543.3713455578657,1691.9796715191749,0.9127948114316766,1.2779800795972929,1.259328541289684,1.4043048044248974,0.3124525669739324,9.375e-05,0.3450625,1.1905292174175204,1.726611041732703,1.4516366601282384,1695.6306312577,1788.6693618017714,1381.6249130366618,0.493303899300807,0.4848870079667404,0.6910835155298116,0.9977027426104195,1684.7306588887395,0.03878835190814375,160.77940324077827,72.10972220507988,0.09289892731231918,0.11366012916072488,0.07867438768620696,0.0878808652240212,0.011822838759269434,0.0015906833240780516,0.05225422381253022,0.07910380589526919,0.1115277785525189,0.05959620360646633,153.13308080154877,176.4942269064556,94.90447938026985,0.015088294748227721,0.08641109165269405,0.037576623536308,9.042287294281025e-05,417.83518380305424
6.0,0.0670125,1491.2742143764613,1745.081688707359,0.8552117103125008,1.390434029028594,1.5452031293647304,1.6280661880237528,0.26564584578613476,0.002515625,0.40806250000000005,1.3706929509146846,2.015993185351008,1.4721966808660154,1763.1455460921363,1838.6437960083044,1361.5789553510951,0.5174380933959066,0.24933095329329766,0.7562606517355183,0.9935084433791684,7683.223098779493,0.036266338990171024,112.01588614042278,67.56906295192188,0.06418427197687579,0.10542666710136155,0.08830400095488289,0.08723932995714517,0.012755053518297328,0.013332428965097655,0.04130956873110636,0.08024670961750334,0.11422914305597921,0.061172083798879937,148.49050654812578,166.8060027944518,79.09522219602138,0.029074815775145632,0.03302282692970426,0.04092380644184261,0.0005966234047968376,1750.9371303505864
3.0,0.077565,1551.7257572483106,1696.5778045357397,0.9149650681596367,1.2826909014031782,1.260034973146206,1.4047680447544928,0.3124795606635989,0.00025,0.350203125,1.1909327521462736,1.7269637017291857,1.4518200056927992,1696.8321222147556,1785.5570503845574,1389.342458592109,0.4698277764984665,0.4819549635785594,0.6921298052629985,0.9976768060572724,1617.1246548044664,0.031754854353311074,132.94938029939402,58.72523024358925,0.07586497400483423,0.09080618237286375,0.0603924454571767,0.06770238715264007,0.01151307347425611,0.003019468082295291,0.04596042954525528,0.06583431771624647,0.08593388253246956,0.06154777288053689,124.60812918621608,143.30448482781765,78.93201854851691,0.019436395957378397,0.06485462834185035,0.033769918065199564,0.0001820177213750803,340.415280593524
12.0,0.0745975,1603.7397801846992,1746.606956066721,0.9195862603264245,1.4234580457980146,1.4715629523877305,1.553446527514385,0.26210866386531945,0.0098125,0.403140625,1.3134122370563965,1.9151463747205224,1.4593112321984696,1745.1908672633022,1842.4213982382996,1431.477792480659,0.3315656316041287,0.27254607145628257,0.8067358673358064,0.9935713662218804,6308.55254624943,0.050273109051957386,173.07365496968666,98.21846393995081,0.09821739741796016,0.14661439789616965,0.12023009311054432,0.12488434867415595,0.015472942239169889,0.028600221262255997,0.04905752114466624,0.10818205886020009,0.15941456994284112,0.05919820470396696,202.82674145092116,231.79792921275748,115.48050608511201,0.05114878750171966,0.0398163780938789,0.04757734650295289,0.0006504331350049219,953.3390906141236
2.0,0.08644999999999996,2047.519109260345,1677.9268146391353,1.2202180509764131,0.26809423725614745,0.1850120539469453,0.22018266977983955,0.2982784670610312,0.0,0.12775,0.18607961607403944,0.2714038467956081,1.4598678209403233,1678.5849104503127,2245.7009568909793,1694.2787135229823,0.3105681552137663,8.601817719682668,0.15475577388339595,0.9984040196104346,745.8264013443649,0.016889419765048177,122.81870567109756,33.13303373943289,0.06823378193209416,0.026286655785592656,0.01987474687886304,0.022875332434261285,0.010616370186695711,0.0,0.025342497657097653,0.019825676358124246,0.02829709149527942,0.054504016359992837,64.87150177156482,182.43656593960395,41.8995801770021,0.02876198246978905,0.9848402188569503,0.01509123244242283,0.00012699188816385056,116.10283176891777
3.0,0.07737,1535.9334765265457,1700.3387470084372,0.9036505936707728,1.3017759184684126,1.2932676953005042,1.443284978967186,0.3113042650879427,6.25e-05,0.34887500000000005,1.2260673505754,1.7705087805593493,1.4453134482575538,1697.9381488014956,1784.292682379369,1370.9254706972972,0.5368850513389708,0.45535233938415304,0.6798616433928987,0.9976392114549237,2218.554894241885,0.029461468055750364,128.26844091249558,54.30008280939955,0.0739271816209202,0.09075895254640501,0.05563809510124674,0.06443518468052578,0.011266217650738009,0.0012484365222148863,0.04156724596963335,0.061545193126863205,0.08235090295080237,0.05404590295886678,123.81454768307582,138.75555670440502,73.06101275730315,0.020008888776255035,0.05603286885088506,0.03605244919825923,0.00019310650019393346,717.8721243471324
