sigma_w,unemployment_rate,nominal_GDP,real_GDP,mean_price,mean_wage,median_real_wage,mean_real_wage,gini_coefficient,share_of_inactive,share_of_refinanced,unskilled_wage,skilled_wages,wage_ratio_s_to_u,C,DC,total_expenditure,A_ratio_FtoH,mean_m,mean_uc,mean_delta,tot_inv,unemployment_rate_sd,nominal_GDP_sd,real_GDP_sd,mean_price_sd,mean_wage_sd,median_real_wage_sd,mean_real_wage_sd,gini_coefficient_sd,share_of_inactive_sd,share_of_refinanced_sd,unskilled_wage_sd,skilled_wages_sd,wage_ratio_s_to_u_sd,C_sd,DC_sd,total_expenditure_sd,A_ratio_FtoH_sd,mean_m_sd,mean_uc_sd,mean_delta_sd,tot_inv_sd
0.35,0.07503499999999999,1512.6467875180376,1724.9933147420013,0.8772978534180058,1.4170522523807265,1.4984539686503064,1.6173344671067655,0.2537732081980471,0.00071875,0.386484375,1.36449312650406,1.9988832540081471,1.465530147832162,1727.5408094474835,1792.0743456626712,1380.0084945608003,0.5241062794071744,0.26665918709648256,0.7346108346737152,0.9948101737701529,3935.985714247229,0.023160068544803555,88.31465086794849,44.5865521852922,0.05312128988757588,0.06816186532143284,0.05419485130869101,0.05708772140501711,0.008481638462538597,0.005613790915014559,0.03670303852693091,0.04936801121894949,0.0878174040822162,0.05602171124196348,86.35293793950245,94.58809816965456,53.462360975758436,0.021163208137031698,0.030749779255229946,0.03601370356416581,0.00045794144099107413,763.3506274681456
0.4,0.06992,1496.712281908689,1722.916630910909,0.8690543420209011,1.37469306425067,1.4649771051584985,1.583366539172606,0.2863161831213699,0.0001875,0.38764062499999996,1.3373138038644146,1.9537631957784634,1.4619874303119462,1724.0539454274967,1796.636672701228,1356.5847283983949,0.5550853758972509,0.30744417105759714,0.7323576499603203,0.9956124899371415,3039.787578765935,0.026907129166821177,91.24722818210435,50.66183907317396,0.0524873800346829,0.08116321507105816,0.06125121841143231,0.0676434261420521,0.010197280177411106,0.0024534733032988143,0.04034615540369832,0.061513988703472244,0.09597477974281676,0.06080526602498331,99.13425279517709,110.48631298146762,59.81374870720721,0.01715827538245034,0.034388751366232116,0.03490127357313125,0.0003621998374709891,759.6733427970823
0.425,0.0703625,1523.6461966052896,1710.4191883964313,0.8912740851616084,1.3768045432602691,1.4185461511242312,1.5472734120939844,0.30726195553535396,0.000390625,0.39159374999999996,1.3114072632457379,1.9025424572953222,1.4522595256482334,1709.6501590865964,1793.73388452398,1357.3359612088066,0.512586020891722,0.34335540652734936,0.7350247657938929,0.9952782252775856,3491.720518763192,0.029722400538146294,110.20266940445156,55.00400362493204,0.06447816995471382,0.09101032472036268,0.07197508414442658,0.07604602173749751,0.011602966810829372,0.004186071351443378,0.04019531174076772,0.07167645013528164,0.10068501173796678,0.06316921587022972,111.67788180549417,123.9766170022285,66.9507563782688,0.019176394400987385,0.04009910751655223,0.03539812463783986,0.00038032354069367333,565.9727226708302
0.425,0.07328,1522.8811815250438,1706.9786272910487,0.8926982428642768,1.362672758389516,1.4001677563138681,1.5290418959815955,0.30961633539659367,0.001015625,0.38890625,1.2956958419351547,1.880440949896826,1.452781221712103,1704.0023553631465,1790.0045564581308,1356.579143151918,0.5081543821406708,0.3614306159162848,0.7417262827183839,0.995628416661543,3332.2385258379218,0.03656667335156425,133.96360206716506,67.87464315436247,0.07648724183251372,0.11476065330815576,0.08022080791082747,0.08625817306559296,0.012589100907006065,0.007004724270760055,0.04724411959109302,0.0794964881374725,0.11032257962540053,0.06029269347871297,141.59643967790478,162.52189803292114,87.5060297335878,0.019285033430652222,0.052103615499513284,0.0409283298169211,0.00035500432115032353,764.5947603832749
0.375,0.0729625,1494.1170794716145,1728.1410816890163,0.8648960079083164,1.3955360352696524,1.4985959136790563,1.6151919091157945,0.26685828683633483,0.00028125000000000003,0.39175,1.3603284850692454,2.000629676887554,1.4715805069502716,1724.6797292938757,1791.765968588343,1363.5717061529785,0.5471718597677777,0.2759391336906228,0.7255940954198075,0.9949111924077172,3098.0972190249236,0.027365509199538004,87.79463241941356,51.5826210473083,0.049615523632348606,0.07317058378742025,0.05796394317156201,0.06315682456308386,0.0095850329552167,0.003713231199036764,0.03991083812700505,0.057383238966466736,0.0882296755372562,0.05468028649227846,97.3247014151196,108.52824975112559,62.14744242755684,0.027300753578262737,0.03414628136988707,0.028365281907186082,0.0005626425046396011,685.8686018956298
0.35,0.0744075,1497.7447274514261,1729.5827372213344,0.8661249669721536,1.4115714543929545,1.513935030208468,1.630470972681585,0.2518589705310968,0.000265625,0.39098437500000005,1.3738498875896104,2.0184602231314965,1.4701034055277264,1735.61054901093,1798.0906111503473,1380.3649772344982,0.5256557082851684,0.25912232929079526,0.7271972960335128,0.9947087380119544,3982.717752069885,0.023206603451388554,70.2073477336443,43.681745179866574,0.03823992520751882,0.0617614586662801,0.04634750402938278,0.04761279886527533,0.008654012430500986,0.002385615666735738,0.03708188455444754,0.04683208984179522,0.06714316882741682,0.05043010245084223,81.39523140470695,89.5571447790572,49.87988234405233,0.020004219510174732,0.029325069847205693,0.02482859281479844,0.00046313195228461876,795.4188568771054
0.425,0.0692225,1515.8867761965782,1717.626622485835,0.8831089342975414,1.377845366845773,1.4371556753334886,1.562338116494417,0.3067854437109224,0.00040625000000000004,0.392484375,1.3253066113641296,1.9194766360644495,1.4497432012157407,1714.9954722245066,1797.063666491254,1353.344653937969,0.5292754325458465,0.33669759193495685,0.7208994311851268,0.9959290759585316,3284.9099827788223,0.029339529542070007,107.97957811872,55.59401500343455,0.06424177851897128,0.09680366466653849,0.07216874265915865,0.07622981686183333,0.0128043058543394,0.002765404299103478,0.0389267610341443,0.07167225633094997,0.09985369494237627,0.06041550039250289,112.89160175156337,127.03438944497411,64.4383845000607,0.017791047739885917,0.03999859282803711,0.04158690217202169,0.0003454298450466598,902.2209402508695
0.35,0.07471,1507.4813111313558,1728.9347342844142,0.872119997481125,1.4139322309090272,1.507076116004212,1.622583956713671,0.24854503989494753,0.000125,0.389390625,1.3674667655999195,2.0076487293330523,1.4686890133151558,1726.2366863747668,1787.4108839086612,1381.547485341006,0.5019738036565703,0.2641474504381848,0.7368877719829845,0.9944583415305317,3569.457050919811,0.02322888073067661,83.29534500123056,42.99685425300411,0.04698673373442579,0.06863134686282485,0.04916520438561131,0.0532662734355457,0.008390707598537456,0.0015258194519667128,0.03795093138987994,0.04766887547311846,0.07542780883230042,0.04464966960266123,91.95696031830086,99.92726890252666,52.54660057267516,0.02580646105809429,0.029515299449568332,0.0328060225719006,0.0006044375874714414,756.4053792380726
0.4,0.07339000000000001,1501.7439924046585,1717.4544807597806,0.874825190011942,1.3787304876922384,1.4583760966433608,1.5776890586630277,0.28584056209444286,0.000515625,0.38940624999999995,1.3330822084618859,1.9465096313783041,1.461078512819131,1719.163655405475,1795.9074363342474,1360.138535030771,0.520837300987061,0.3094745567365983,0.7358414820526415,0.9949437900058838,3173.475879883628,0.030606419261324888,104.65023488239869,57.06690421065926,0.06005764970276226,0.0907940079386216,0.057718821442638776,0.06666697154640881,0.009948831071834249,0.005287417811122457,0.044474788767767066,0.06137587686245051,0.08909994156967,0.051421147752090446,117.547174804962,133.6444232133982,73.73893880643853,0.015199286767796416,0.03755069200390831,0.0355751988866013,0.000442918138087337,707.493743273449
0.4,0.072505,1510.282481720778,1722.3116620795772,0.877209828139857,1.3802433387292252,1.4576998637577219,1.575351036653452,0.2850301755632426,0.00075,0.387421875,1.332649245310975,1.9407413793068173,1.4574424309052787,1721.4440855004325,1797.6267455018847,1365.3922240612237,0.49102722304380614,0.3153479868557137,0.722382163489328,0.9951103920970703,3155.221919129151,0.030349711283634957,108.20207711413161,56.858823703395814,0.060514063888810345,0.08886755331966048,0.06480726468467522,0.06741279490412218,0.010923235965763953,0.0064517439502819705,0.04251715818624729,0.0632714504279436,0.09099307281833838,0.05741625168829612,112.8313246894261,127.25028665939688,69.7057087098243,0.030568467590624603,0.03961596610926024,0.03289142044301877,0.0004858137503364814,558.3332035416942
0.4,0.07098499999999999,1536.3631555550778,1720.226325212376,0.8935640840242677,1.390244164737632,1.4369151507257358,1.5583798294517328,0.2878418633804644,0.00032812499999999997,0.3945,1.315736898575135,1.924012888650035,1.4636634320512638,1715.2901257409883,1791.0905045884754,1380.6789179143955,0.44038902178931244,0.32979732484000807,0.7315161158066789,0.9951087444797792,3192.430183536461,0.02716697949717633,104.18763403495461,50.49614907959196,0.06148288463827699,0.08521774067094251,0.07050192390012429,0.07507377673771191,0.011578315343532446,0.0030919739220075905,0.03874778219459793,0.06992666422759504,0.0990372335570121,0.05980737086096057,105.06022485197197,117.08541802407858,64.56984269294074,0.04333372504883004,0.04656931815054565,0.035922688173310735,0.0004499553087503163,1150.3463696001115
0.35,0.0754,1504.8668307239172,1729.4457722315587,0.8703496432566693,1.4133032842087891,1.5099943348047657,1.6248844962968558,0.24932155699339634,0.000375,0.38390625,1.3696669998624316,2.0102527966783645,1.4685088673780047,1727.7075570315426,1790.9175632079343,1381.0646351762434,0.5266515310495844,0.2607067375076932,0.7254849156838118,0.9945535413970715,3306.936304737851,0.026065590344360113,81.05734387279848,48.89835557099056,0.044213277505137746,0.06829070061009469,0.05078226672949489,0.0525789278179443,0.010028798393492244,0.004745063224025577,0.03719111064404369,0.050012619808837255,0.07201028406131868,0.04776543468418068,90.54819528610051,99.60868007518624,54.83104095413971,0.01955980045807429,0.028806595963674592,0.027439775299225103,0.0006583674042655595,649.0907861961849
0.45,0.0687,1513.3519830384723,1711.7919791398804,0.8847040015761108,1.338201923393138,1.3825326823396165,1.5151033223356472,0.32421627499059413,0.000390625,0.390828125,1.2837897914192684,1.8635312439341447,1.453101012797058,1711.370108157184,1801.4361278519773,1349.2983737029822,0.4573618958440885,0.38661717024979336,0.7115699062291592,0.9956882447416269,2655.423672396602,0.03353490718639309,122.82261803083347,61.17287285400761,0.07251782482174582,0.10851978884306596,0.07824072173708939,0.08670377646785582,0.011252943861169042,0.004115489747208101,0.04560527987782089,0.08029248973675111,0.11029867444358957,0.05969042153721627,134.44114789264705,151.90056689390917,78.19761625021653,0.020770333415173533,0.04779096655382624,0.039755004855638126,0.00039613065206856187,708.2457587911335
0.45,0.0703875,1537.8048042988064,1704.0515002496304,0.903157898151519,1.358516518775417,1.369026746911466,1.5064408743595752,0.3255705155978279,0.0014531250000000002,0.390765625,1.2799874015834793,1.848288173446569,1.4460451998745933,1698.802776669696,1791.3713720450278,1357.8275222652278,0.47315858003831357,0.38524891445275067,0.7338518274478645,0.995733664832679,3225.1315748589564,0.033717685919262,124.35463532981656,62.73111516908576,0.07419787199381817,0.116164558274004,0.08318535132005937,0.09072258825775674,0.013500668250520797,0.011133851376966328,0.04710132601221939,0.08564434789601554,0.11554125976891311,0.07001626183962274,136.53062061259502,156.20836920782725,79.21868938993133,0.020335035982589844,0.049458899353761764,0.04500561994351086,0.0002580048164411172,855.2238131240496
0.425,0.0683275,1497.1612824590543,1721.0078025749663,0.8702478862521513,1.3662750495956315,1.4444534594752774,1.5717632889372408,0.3020737346169951,0.000234375,0.39271875000000006,1.3311799984658381,1.934358161857782,1.4542626273662185,1721.8796035136213,1801.05168460354,1345.2164236933168,0.5303414224534739,0.32586889876547304,0.7173056802765234,0.9951193935451371,3115.3923971807726,0.02461493944233865,96.7294280807891,46.743376625048334,0.05607741579729394,0.08406158131750188,0.06402401101008649,0.068880315205914,0.011235394716116426,0.0035415709239509817,0.03924222405060014,0.06337430589547727,0.09689634640846576,0.06206283205454938,104.78056937482035,116.16859408989197,59.91849001875309,0.0174032265295076,0.03749850819812831,0.03232641661966866,0.0004677924937967267,790.5394565032492
0.375,0.0723475,1503.9946202093613,1726.650732442658,0.8713701014458561,1.408020039221231,1.4996506765008661,1.617211528932449,0.26997817537551483,0.0005625,0.39185937499999995,1.3658927946987653,1.9960874554301191,1.4621100875303779,1731.906767721036,1801.7952100998777,1368.655746784396,0.5419799164286883,0.27642190182352083,0.7266064277724321,0.9950539474416851,4092.6611028093757,0.025904087394656453,83.0099948148724,48.382629795659945,0.047726271538283564,0.07369365764394231,0.05713264650206328,0.06066381738979026,0.009317718850010068,0.004889002326651113,0.03814599511559994,0.05546574572339962,0.08271285574095942,0.047708430652191304,96.55130392613756,106.71582934145209,56.166689107945594,0.022955420657148215,0.02676999007948039,0.030673155632571805,0.0004085137272401772,651.5882303520272
0.4,0.07023499999999999,1497.6246005608045,1724.9748143188729,0.868524090320667,1.380725317511251,1.471509993336302,1.5910210766865922,0.2846311973081943,0.00034375000000000003,0.39387500000000003,1.3421533086959692,1.9667037444443622,1.4661265298912896,1730.1401218080853,1802.4562971997034,1358.5717256757353,0.5252667793534764,0.3030640959355768,0.7227667549789623,0.9952001838076893,3278.1066182364057,0.025206244761963235,87.06770298213877,48.03926194355198,0.050192696092730214,0.07653072242527464,0.05784857528612118,0.058465625263375065,0.010577009078743645,0.003811859577358537,0.03753623249608304,0.05305459259045497,0.08272193370219723,0.05245787935691948,95.7735002155239,106.2373322786933,58.74239512468824,0.02129034161460674,0.02998014828095558,0.03118754612078825,0.00039042389279523974,739.9233285920965
0.4,0.07087500000000001,1515.2138640004723,1723.0564529452467,0.8797283042154658,1.3987194697969696,1.4706095866556175,1.5914333889452719,0.28721495344481346,0.00048437499999999994,0.400625,1.344979021609925,1.9634335347658407,1.460601413198632,1719.4193454720373,1794.1965450135674,1364.8940168554973,0.49351073444090937,0.3052836607153287,0.7229923461143324,0.9949394140920782,3623.7491820148175,0.026840256612037056,91.3697508903275,49.9828679181781,0.05278963286873374,0.08099336358102878,0.05943148063341921,0.06461834486314842,0.009981634152563382,0.004199580289668839,0.039899776785089915,0.058074804170220325,0.09016086037205372,0.052874634102624316,102.1050268159577,113.62706848583774,60.53954125125443,0.015559357468330277,0.03285704446893638,0.03490402614949074,0.00034794292771506635,879.3052618165292
0.4,0.07263249999999999,1513.5516783329608,1719.5429074799786,0.8805691589841055,1.389203164208526,1.4607615985909976,1.579646123074524,0.2885015170974755,0.0008124999999999999,0.392171875,1.3353537191646654,1.9481074250754353,1.4599508731220598,1720.228746945998,1796.9822958170837,1363.5855426192315,0.5057245137923188,0.3143604787618258,0.721722136610298,0.9952761331758312,3360.030483698641,0.030882639844255527,108.75416093831134,57.57155536020712,0.06142912539555586,0.08963252004208107,0.06803940871753135,0.06881815469547514,0.011674733370571113,0.007913349085564216,0.04066524148747152,0.06316023049190096,0.09566630998598519,0.058866927311379824,117.16107705765643,131.53913508048592,69.50731067426484,0.019890871107769884,0.03785579076257701,0.0343613134976775,0.00039986406090312645,958.3600805885794
0.45,0.0685275,1531.373551166874,1707.1288658649987,0.8975362126192264,1.3514942002197297,1.371486176856327,1.507501213327953,0.32639016112254465,0.000796875,0.38792187499999997,1.2764473481111085,1.8558947997075632,1.4549759502175876,1705.6784530859109,1801.3460877697287,1354.1219094220078,0.4982045200171917,0.38619651056428767,0.7395735875780204,0.9962335741324978,3657.98369772831,0.03246027177566446,122.57313607212801,59.832701144096966,0.0710263421534872,0.11275320123566723,0.0758584454025759,0.08276080893395449,0.012844257417903796,0.006238250675019,0.04407377681495398,0.07318211778447349,0.11185611930561672,0.06077062498143212,131.38221818705452,151.65249255371043,78.91062957247844,0.019081520487845803,0.04830485167197691,0.039527328702724684,0.00031828608316558947,766.1478096637761
0.45,0.068225,1509.5845664837,1713.1900304810729,0.8816380233957202,1.3295926889777099,1.3787362224721624,1.5107747186198792,0.3213237040465636,0.00010937499999999999,0.392375,1.276480819090918,1.8638650962343026,1.4618997671502711,1716.472579893742,1805.1330456826663,1352.2493220840452,0.4551199925437411,0.3888909078904846,0.7171011534380232,0.9957787273794119,2305.8851630778877,0.03235891492309343,128.58401018959796,61.01792346484002,0.07404991276158071,0.10608183262316281,0.07657793921092942,0.08169021509392017,0.011962687398551181,0.0016201098294174384,0.044163934663931384,0.07697010993204143,0.1041146585633548,0.06432962841542221,131.21828166181734,149.85115997412683,83.5203185609784,0.025522323898615924,0.04676151621925076,0.038342357319606835,0.0003880464449453139,479.3225351972895
0.45,0.0673625,1509.4719832474457,1712.6525929470597,0.8818673474590878,1.3613322112784472,1.4103747166924427,1.5457878370851115,0.32364102699151104,0.0006406249999999999,0.39459375,1.311290758988789,1.8994877573037445,1.4497491489041747,1711.934267962413,1800.5449377267641,1341.1696523375422,0.528031299804885,0.3582149975829403,0.7253741696472747,0.9958104500602023,3100.994589705954,0.030185941988780125,113.58195095846409,56.12052161746219,0.06669505834254351,0.10140653087784107,0.06927931975986983,0.07874672411728449,0.011893849536236097,0.005968647741270631,0.04384666775751037,0.07034001565600183,0.10939393362423708,0.06475772182074993,120.88679673541849,137.982998719959,72.58396750930304,0.017713791555925743,0.042476709975455,0.03715494664556242,0.0003053824930369132,849.3932249752686
0.35,0.07517499999999998,1499.5943063038094,1730.1733937053111,0.8669244828361771,1.4065069851565994,1.5080911769854535,1.6234785286275681,0.2512277386020302,0.00017187500000000002,0.38381249999999995,1.3682590955979115,2.0087819903461948,1.469048646310551,1728.7216220505454,1790.790543192086,1378.247640599725,0.522024917635538,0.2638159650047035,0.7208225302556039,0.9943118922558649,3563.86982754277,0.02430286762915025,74.55031569038563,45.631508009854954,0.04085519167747343,0.060478759930403116,0.04922160897344739,0.05032784147407803,0.008827772172378245,0.0022685326169960616,0.039586189589931486,0.050226230890803025,0.06496216884818101,0.045407470780535135,81.61769567058862,90.38458294507195,54.799519782735814,0.021034308418898764,0.03131858221039184,0.023858680255549634,0.0006052475158139896,564.077381023987
0.425,0.06959749999999999,1504.9743788503722,1720.1087786564283,0.8752810820738347,1.3610895590762209,1.4270339417591253,1.5575566665665348,0.30627817106459754,0.000375,0.3914375,1.3181589930971973,1.9180947507987396,1.4562054677040515,1723.7532964928414,1805.780409373606,1349.8989819219094,0.5099386944320499,0.3419006989459891,0.7145735505188088,0.9955363010813448,3047.3502013660113,0.028923614811257582,116.11352250403182,53.89207211123047,0.06643154168821243,0.09381131057716624,0.06760853941010508,0.07469810122152032,0.012188286729630028,0.004336437189675413,0.04053986271252037,0.06783152223478181,0.10039368398612167,0.05785971450870667,121.05399976896938,135.32780321377024,71.68087246422631,0.022706349948545684,0.04269200048144054,0.039750632230213204,0.0004652552563263632,799.6260567424274
0.4,0.07041,1514.930979563187,1723.308860383295,0.8793862768367875,1.3822151692271274,1.4529812740789003,1.5738067009973777,0.28776704888250315,9.375000000000002e-05,0.39324999999999993,1.3303870290011712,1.941047417943072,1.4602844159373576,1717.216295600358,1791.1430894150521,1363.5480357139938,0.5145214823717099,0.32008224174916866,0.7205165177273876,0.9953225274236188,3783.732849486908,0.025012934653894554,92.74708497605607,46.53450523065067,0.05351389454079465,0.07774907966800366,0.06373814219537692,0.07078136885286326,0.011136920894513935,0.0010784646204210875,0.04028395307067071,0.06626798741261408,0.09525893281443559,0.059473087706658996,99.08290924948872,108.70310276727773,59.33447665618083,0.0178380293250426,0.0405780043086549,0.034454562285482895,0.0003541185457271919,751.226099461201
0.35,0.07551,1507.4643976613277,1724.94457988306,0.8742922659898172,1.4119283221745875,1.4957193373168132,1.616753129489864,0.25378010857861916,0.00014062500000000002,0.39245312499999996,1.3603653922077512,2.003594454057102,1.474023577130673,1723.2562654217065,1787.3276725957974,1379.5162469205418,0.5203205304711793,0.2688124826623726,0.7367502863445266,0.9947064573031997,4511.662191187102,0.0263785879076193,83.35829912825442,49.46839781577234,0.048545951252996315,0.06605909576563138,0.06026451278063128,0.05976888959560327,0.008860506325801851,0.0016176969306316317,0.03539919874071128,0.05885958778593902,0.07600813299345792,0.05018376553827777,94.32627214646206,102.67422117803268,55.67410442880687,0.031128760365682167,0.031603754989264446,0.03032652168422734,0.0005475860476986235,1262.1919515822624
0.4,0.0708275,1528.1865947659371,1720.666060633375,0.8885288082216853,1.3990753170572952,1.458515268485727,1.5763646837468435,0.2875053782941918,0.000515625,0.39387500000000003,1.3358225945067783,1.9397176889811174,1.4530290828834926,1715.5187497288427,1790.749849952283,1370.0346666786747,0.4856423553767719,0.31625538797211,0.7259606254964374,0.9951951754249841,3950.9109402291833,0.024684969996943466,92.98038869739258,46.116196033315184,0.055377090535551204,0.08020964803435242,0.05917889031674503,0.06411365146276925,0.0105894767057036,0.005002709226946435,0.03680586739909821,0.058508823216259984,0.08994522732241987,0.056988717400766754,97.98182194294871,108.42698010556381,55.191743834462564,0.01829466711703909,0.03501626218625266,0.034166409579669196,0.0004883137194475315,982.5767895486657
0.425,0.0709525,1510.0079062957159,1714.4669902806384,0.8812758561427291,1.3642642028923755,1.421920856906886,1.5502910126332856,0.3078052139799448,0.0005,0.39003125000000005,1.3127199591268413,1.9076160663705766,1.454174843094197,1715.2397739372127,1799.8921177445282,1352.7425027900501,0.516715524478645,0.3464990915766785,0.7204787081730469,0.9956423378313617,3119.7242522005986,0.032464445840796344,116.4724303521991,60.57140441020214,0.06755392025698198,0.10116568626280179,0.0695626974650981,0.07779648646015513,0.011462625527585897,0.005425633603552677,0.044434807847424075,0.0702254835451603,0.10161738674691385,0.05356653876032758,122.74829244543201,139.17657138697015,75.78727537295698,0.036507678503802966,0.042877919242437425,0.037157835094871985,0.00026677031901214287,628.0232015948861
0.425,0.07148249999999999,1511.5009790855447,1711.4772440092024,0.8838151769223578,1.3596547438906095,1.4139834225909902,1.5411658077682742,0.3083859112530757,0.00043749999999999995,0.3906406250000001,1.30371080312743,1.8985364404903908,1.4578124535843846,1712.621248506334,1796.5629032697927,1353.638132901548,0.4914398705889166,0.3499216882407983,0.7343945638234751,0.9958058523408893,2573.1877491241626,0.03360170670888607,121.89784394990939,63.33122018121617,0.07189530571960899,0.10420964710281486,0.07891627385103446,0.08317476031600528,0.01269979154847515,0.005192016106485032,0.04267427217726595,0.0774885656355194,0.1074819394150168,0.0625630981634877,130.3028516700746,146.94086535000352,77.24649336407825,0.021501579646398584,0.0416532152990706,0.04457326287913519,0.000438725245373161,583.1805134006781
0.375,0.0725275,1508.8398434600363,1727.824965219647,0.8735893433963304,1.402736518026731,1.4948416014663228,1.6074308378612108,0.26873403237267607,0.00046875,0.391984375,1.3588490629151264,1.9826467194268786,1.4599483790822207,1723.7489495741177,1790.2990479089726,1370.4738350509451,0.5115604476599164,0.2843967845347781,0.725219675863191,0.9951923680372096,3912.689874120848,0.02372265254456169,91.23311140707138,45.59355380361088,0.053290602293905656,0.07444827941488483,0.05769312039893555,0.05706794589741018,0.009246116257483932,0.0035320795485804107,0.03798781350129769,0.053364388782696066,0.0788835725815175,0.05177853587714746,89.67953418426382,97.03672932352706,56.88584436214636,0.014606022753058452,0.030098914218223246,0.032329821509860926,0.00047278818548490557,1244.6156242473764
0.375,0.0727975,1494.628172285912,1727.8340025354044,0.8653132902783139,1.399213191898977,1.5042815359359587,1.618273544935651,0.2678205727065557,0.00048437499999999994,0.39096875,1.3651939059309308,1.9999348599296143,1.4657617569416355,1727.5254059234367,1795.6846472034522,1361.1688419003349,0.5747978400652154,0.27337345141959796,0.7255070205000343,0.9950989306081268,3732.0865891430267,0.026428705865970795,85.8909494280559,49.904128626760915,0.04823825331298,0.07457185143770068,0.05388961250752422,0.058228091865651616,0.008992819891458444,0.0035984683699283792,0.0390847311739188,0.054140167492636025,0.07849799245350857,0.04814518431411794,96.47532373448459,107.13572862419859,57.27968686452179,0.020686600048497532,0.029032470358218085,0.030894980699486294,0.0004684358801977562,639.8667099212104
0.35,0.07473,1516.6329219016823,1727.6186958755022,0.8781221020019138,1.4260990498909036,1.5080707736838626,1.6251667059105142,0.25130216963788066,0.0003125,0.3928125,1.3690441838784593,2.0123381367428,1.4705660205907167,1728.219727776575,1792.3261638560612,1385.7471811894177,0.5081174320117848,0.2618118429071901,0.7453079243477378,0.9946891296451861,4801.877790261523,0.024471148317968226,81.51684218231111,46.13457545363936,0.046001071948474956,0.06868951030424128,0.0497338701165004,0.050922337943012146,0.009436693489762709,0.004603412457080074,0.0385060364585866,0.04843272820119277,0.06647964390768506,0.040737015048859355,89.166269712831,97.71161347303625,53.744790313466936,0.016180930864242483,0.027581022520611065,0.03257968673116752,0.0005531970806101048,737.6291111155748
0.35,0.07647,1508.2470094305377,1726.1440596128566,0.8740662184567307,1.4062914840928704,1.4965062024202211,1.610079307149125,0.2510635451633215,0.00042187500000000005,0.381640625,1.3589337205455017,1.9889266826302632,1.4641446985429247,1725.8379091236138,1789.161938006769,1382.8844004126493,0.5249766964519492,0.26857422831885597,0.7323895106877457,0.9949306429820481,3512.89903846728,0.02654485072476391,80.62072114576817,49.24834245853046,0.04561128736565491,0.06795524002984205,0.05026115888064614,0.052609788844942856,0.008270275815108823,0.005530256796422296,0.03848883449598565,0.04798268017350832,0.07127768189680422,0.04111777414518381,92.67547888454149,102.51819111858426,60.50236957426568,0.028014020342449604,0.030068959921366177,0.02872934234129382,0.000592227406331771,694.3477455987684
0.35,0.07553999999999998,1501.204982796961,1729.1799634775753,0.8683853985496701,1.4067251859749104,1.5050628365771117,1.620888085261615,0.2519113476006922,0.00018750000000000003,0.388765625,1.3661612384949258,2.0055672472580746,1.468572587532921,1730.0054928840414,1791.8630364357348,1381.199242271781,0.4941385056348912,0.2688839434972049,0.7196356324212598,0.9947282506877407,3475.746471552919,0.022803802314526393,68.23231102399379,43.456033685182376,0.03842403602883763,0.05799842444666438,0.046206508610931916,0.04973998866341689,0.00922726962676949,0.0028919338253148193,0.03736511875545661,0.04407847507797089,0.07455525906387221,0.048144843147166445,77.68850312721287,85.60921377946102,52.78307902848756,0.01902129828323295,0.0236437343203058,0.026509359018945175,0.0005332921405993502,575.7764789079777
0.35,0.07583249999999998,1511.5219280752906,1725.3052224118508,0.8764184144302791,1.4215181609345782,1.507406938421859,1.6232674352896397,0.2529470150401629,0.00048437499999999994,0.388578125,1.3697850332920791,2.0058758188851415,1.4653130936286494,1720.7501539619313,1784.315413320838,1379.5529604177239,0.5266892154361601,0.2634942075609022,0.7336997082764546,0.9947963823741588,3911.3787347582656,0.026598109777764268,81.8391194929895,49.799297321326584,0.04680186941949695,0.07161972007666673,0.05617016911901073,0.058267278826189456,0.008899676074444739,0.003885538844146974,0.03772989103793404,0.05576099810061441,0.07721725342548873,0.04902735126289593,92.124082881143,100.74715687400564,54.516672112985546,0.018609087225728987,0.028820230564409965,0.02703874154989556,0.00046125846532332635,1114.0018698652732
0.45,0.06819499999999999,1525.1889395132937,1708.732771993641,0.8932098087561462,1.3396649009629453,1.362249035359173,1.5021902345249019,0.32608757834785257,0.00046875,0.38932812499999997,1.2669941895804224,1.857131692777511,1.4668434656909681,1704.6865455437862,1795.0682311819849,1352.6658856899487,0.46405277820946056,0.3932293359791166,0.7330384977269131,0.9961018888666076,2598.3484277125704,0.03226642178798261,123.7452072229425,61.13282797124622,0.07293516341631182,0.10820580638011107,0.07202651387204359,0.0821885810721759,0.01211921104969105,0.005264025164975943,0.043690559509285014,0.07190261311313291,0.11286284495918568,0.06486594172120035,132.64249720103064,150.93600842754458,77.56311108224519,0.017848445027544027,0.04844700085956115,0.04050208996872295,0.00039352043304440016,595.305625108105
0.375,0.07441749999999998,1522.439242437109,1722.1546485174204,0.8845670205035938,1.4077977396294747,1.4725444256533406,1.5942771223796819,0.2725716910887759,0.0013437500000000003,0.392640625,1.3446819368328717,1.9715917590832432,1.466897477836688,1718.7317390244289,1788.8903227677054,1376.308819073962,0.498636383588247,0.29346917813344947,0.7309197103293628,0.9950891848669872,4331.384597286686,0.02789405301762365,104.62901628937263,52.754248677305796,0.06269038543822313,0.08059210687635554,0.06528304390120528,0.06929141491066394,0.009932671187542652,0.01003660293313928,0.038682397558312945,0.06101828329771513,0.09382876713080195,0.049859153006271854,102.08438833054622,110.94933483485067,62.683166624614216,0.03954252661479422,0.03886015458688309,0.03821517368061549,0.0004419574990395486,867.6311530485701
