sigma_m,unemployment_rate,nominal_GDP,real_GDP,mean_price,mean_wage,median_real_wage,mean_real_wage,gini_coefficient,share_of_inactive,share_of_refinanced,unskilled_wage,skilled_wages,wage_ratio_s_to_u,C,DC,total_expenditure,A_ratio_FtoH,mean_m,mean_uc,mean_delta,tot_inv,unemployment_rate_sd,nominal_GDP_sd,real_GDP_sd,mean_price_sd,mean_wage_sd,median_real_wage_sd,mean_real_wage_sd,gini_coefficient_sd,share_of_inactive_sd,share_of_refinanced_sd,unskilled_wage_sd,skilled_wages_sd,wage_ratio_s_to_u_sd,C_sd,DC_sd,total_expenditure_sd,A_ratio_FtoH_sd,mean_m_sd,mean_uc_sd,mean_delta_sd,tot_inv_sd
0.325,0.07121749999999999,1527.1974429038735,1722.4444647143205,0.8869097508736534,1.3981737947435346,1.4605379036248543,1.577935719612426,0.2858051725596392,0.000765625,0.39684375000000005,1.3356419912715334,1.9439864631541712,1.4562859550633795,1718.0361129433109,1792.568663383016,1372.013343729874,0.4942268426745899,0.31544876831384167,0.7277124590019736,0.9960781437366805,4065.475749041707,0.025581540097304522,89.63055570344228,46.67666161705329,0.05091414523247352,0.07514873961865783,0.057681291537867635,0.06133278822932419,0.00953587695763682,0.00656248139878316,0.03573719995939106,0.055735013599134346,0.08623528260738349,0.05360572750574635,96.68449024400611,107.29357384414865,57.8890015329379,0.019520365325079222,0.03140155846084542,0.027074586522681802,0.0004446420227564997,856.979943219458
0.325,0.07127249999999999,1505.8328305822922,1722.071082679038,0.8748165291217768,1.3862866775821698,1.4658654627808552,1.5865271882902174,0.28562283203202515,0.00015625,0.3984375,1.3396348292399858,1.959097180647685,1.463487039613021,1719.575933644232,1790.9997230411773,1364.6658117973868,0.4954573346663186,0.30878506152446245,0.7340123656877401,0.9957483520630079,2830.6813150339503,0.028624434383058103,99.84479662085975,53.24070490659779,0.05742130618305829,0.08718047108740445,0.06361754206131072,0.07058427140535686,0.010940229496454198,0.0021137108216357317,0.03938367959891508,0.0646146083839791,0.09586854753316555,0.05737995408088671,109.28381256208345,119.8447290915986,64.30613698614604,0.0261250061546907,0.03388194857023306,0.03605999298814473,0.00033444521508946696,552.1090614124344
0.3,0.072335,1526.19754675647,1716.7187255887404,0.8894870350464055,1.395520710644261,1.4485296403957795,1.5705007536698128,0.2876390846754208,0.0008906249999999999,0.397296875,1.3321349736927885,1.9298818543496594,1.4496219562362602,1717.0611595814273,1791.8033406735258,1375.8779180534364,0.495263236690015,0.3175285016179011,0.7359823258489848,0.9967631781015924,3827.150902826416,0.030741629348490934,101.40281040177531,56.823602164156874,0.05864455658689806,0.09295607550445821,0.067644428892808,0.07328069168056871,0.009804412450841203,0.006679591556328501,0.042738505284864316,0.06629085775702658,0.09761324720830498,0.05341689660750117,110.42565236866278,123.29143480136636,65.67105846356412,0.018759535014333723,0.03674755146054804,0.03741957103990033,0.00022539592618631547,650.256952310513
0.375,0.070925,1504.1538093279953,1720.9930566878145,0.8743210146693522,1.3643472526415399,1.4436366891889656,1.562252460038984,0.28642533557236205,0.0003906250000000001,0.38518749999999996,1.3235002442952832,1.921751872768893,1.4531270560326712,1724.489132004649,1800.47298235823,1360.7605698345913,0.49837156439527563,0.3218150923612652,0.72818794495835,0.9947528938118851,3177.336219048499,0.026396862976497775,95.99941835339128,49.027039363413294,0.05522337400637699,0.08153904939590215,0.06365499475464585,0.06774302737275897,0.009475727882182,0.004774581747061725,0.03843272328042862,0.06316597353119895,0.09072098673086032,0.05604191888718422,105.67754300560607,118.4129503157911,63.62043889145493,0.0190456610162519,0.04001285624446998,0.034504897009819256,0.00048812200609048056,692.656941282846
0.4,0.07188,1499.5169716916632,1715.969338688755,0.8743178384934006,1.373839564892156,1.4467495463140125,1.5738851582933808,0.2927273949712032,0.00040625000000000004,0.380890625,1.3288664937839636,1.9435673737952146,1.4632641308098926,1718.0031304839465,1798.8875374329482,1349.7313825502636,0.5337213090450597,0.3159356539955069,0.731616115593901,0.9941204987228041,3331.819301671483,0.030009925024898,107.89372891868523,55.98380747582682,0.06280944138325473,0.08881243944347672,0.06869511628183726,0.07600146187062295,0.00964929639522895,0.004078214797861928,0.043185733389157294,0.06644175703611117,0.10320693192298266,0.05191068095554795,111.54036182519314,124.33772379206314,68.26331631085841,0.016408021276583976,0.04434994843522256,0.03440402965934748,0.0007367417355256816,610.018431260712
0.4,0.069965,1511.2023062454114,1720.9908047058086,0.8784724699448645,1.3866011566737404,1.4601020771180844,1.580152882317139,0.28776827202623145,0.0003125,0.38175,1.3410191187890297,1.9416463765232026,1.448906091222688,1727.0695667408754,1807.0207474496647,1355.9085474159137,0.5443999587697712,0.3096812882567346,0.7169102827233306,0.9937880233589843,4805.188538212211,0.02737980597082454,98.99428332633228,51.33980033707431,0.0573935958582033,0.08332462011976849,0.057988026026094854,0.06292797174581787,0.00991869040704786,0.003321920566479579,0.0400359213706891,0.05835662914134294,0.08584308416477639,0.055168325656580364,110.60775382548002,124.73505025232548,63.728023375835306,0.01824643395382863,0.03864129896571493,0.028485578565793118,0.0007037433187820773,1114.6602968981542
0.35,0.07041,1495.2703978866623,1724.6179912797481,0.8673468656276638,1.3782731251340778,1.4676179554256705,1.5912350960337494,0.28557717427548984,0.0003125,0.3882187499999999,1.3433360905677387,1.9658038753485638,1.4643229450074973,1724.5363830756792,1798.3907836556557,1356.1699257853622,0.5263902783749782,0.3029058585896464,0.7164919412938086,0.995149698997034,2801.5504774323413,0.025655640705310772,93.42500614899268,47.7530550918902,0.05411355741681236,0.07389829079589938,0.0610506460505434,0.06683164066349248,0.011577289637013242,0.0036039258108346243,0.04103008376103441,0.061083015945086944,0.09129510331421503,0.05489303165030559,98.59017434911806,110.04005878223336,61.54608379153479,0.014835386311389418,0.03729326532962518,0.030057285082964784,0.0005203394164699917,693.1807771850312
0.375,0.0704575,1502.0416303737077,1722.4642223706019,0.8722680901045513,1.37327460638193,1.4584698306220922,1.5760948461660718,0.28679356653774607,0.000234375,0.384453125,1.3350066366234759,1.9398506445373493,1.4543925017517447,1723.3958102335437,1800.1862808516164,1355.605184658898,0.5265314453979206,0.31161314863871675,0.7231379279335757,0.9940635564846475,3239.3781096156044,0.027373311705929902,98.34906617655294,51.26563468252919,0.054654844394283426,0.07970695197478848,0.06191683326331953,0.06355601167268325,0.010195652104806883,0.0028373468433335746,0.04004384498876669,0.06197479509346869,0.08309063001784756,0.05689917323876715,104.4519023658245,118.18889231836278,65.71948639134254,0.0223067646157461,0.040576246561367386,0.02862583691548149,0.0005911883859306743,989.4198289178698
0.375,0.06961,1518.7303074070608,1721.1967107332102,0.8826126467026779,1.3825786938184652,1.4528600801379241,1.568035640991194,0.28705511557719704,7.8125e-05,0.385390625,1.330896787627524,1.9258765393471162,1.4482480756707565,1720.6405260517197,1798.3551355708341,1365.2637466965512,0.5122653832641381,0.31735789208476517,0.7369938626128336,0.9945837779398186,3681.150674466,0.02555059490501149,90.80395169525366,47.43856023415517,0.05117369584022499,0.07686681062978543,0.06303602216061716,0.06557535779458035,0.010706671748572073,0.0011240230132764186,0.04200009009941973,0.062450251325431236,0.08715913487391323,0.055903521396103086,96.73115308519964,108.48657406153204,58.64030117843353,0.03537211848062119,0.0456144407473325,0.033543770657128456,0.0005601672672841231,1163.79047241413
0.4,0.07159499999999999,1490.263980165993,1722.5159056809944,0.8654044976046592,1.359167535698826,1.4548818805277037,1.5719464335494104,0.28459337845017624,0.000234375,0.379078125,1.3284558036384988,1.9388107236914516,1.4609883154161287,1721.58438171936,1796.3596193049493,1347.9768028594603,0.5362120860792803,0.316897884441344,0.7113781275280998,0.9931800616948027,2889.05742294449,0.025424220243696737,91.42411315346712,47.429392386905484,0.05149608978099318,0.07818580957896468,0.05714254410236558,0.06152414491899208,0.010402143038354522,0.0029053678096542268,0.03998620062264449,0.06133948390435268,0.0807655462230251,0.06064352622671191,98.09591887783603,110.85939249281621,62.08147366793392,0.03191462619045782,0.0368401290836243,0.030013487414779345,0.0006932155102586171,840.537303509958
0.35,0.0716625,1512.002312575098,1719.7286184488412,0.8795477041382784,1.3765202843027606,1.446570659215353,1.566909168944596,0.2870520251269743,0.0004531250000000001,0.38682812499999997,1.323190900115224,1.9344177529798627,1.463392502939761,1715.0841812145134,1791.0213592527161,1364.1686515642075,0.5186754800246578,0.31847756102612734,0.7319283098898101,0.9953689246534303,3351.3710590522373,0.029312771853750013,105.06957900036798,54.51354735660886,0.05948479371596112,0.08725254098896205,0.06494818775969946,0.06786736851204857,0.010685478077968479,0.00483009668478541,0.04155941894125055,0.06559457777879356,0.08990160698852472,0.060837059865203616,114.66096131676179,129.61228401544957,70.77000678147247,0.019263105633193573,0.04113569909214422,0.03383525172870282,0.0004294514128873535,837.2048497621627
0.4,0.069325,1520.527981090876,1719.0225872993115,0.884729656159858,1.3715810913320152,1.4332671931579695,1.5521580482952952,0.2886017164641766,0.0,0.38457812500000005,1.3129155687896932,1.9130031984273634,1.4578751054283656,1724.8595625487842,1803.9943050038084,1366.1993912787625,0.46483651747139376,0.3309473972133631,0.7393508145382571,0.9938731440800095,3422.57370351027,0.023958492753092777,94.06840057190581,44.98095159056892,0.052910621915434074,0.07278574158896693,0.059842630252931385,0.06364713527016626,0.01146182901127574,0.0,0.04000192561282988,0.05735374684554825,0.08923997429238145,0.05412491392186099,97.04118915300779,110.24020829266985,66.27517913899177,0.039592483497357174,0.04190028039041476,0.03481649222731372,0.0007391284916251555,904.5526591829074
0.35,0.0715175,1522.2781382224487,1718.8458798553554,0.886124541745711,1.383257361856885,1.4406430645582577,1.5633040787474544,0.2892403980892185,0.000328125,0.388890625,1.319564741028828,1.9312677813770438,1.4650491972573143,1715.6360222785363,1792.913232632075,1368.6931453673017,0.48594627709010907,0.3270438340540596,0.7308205039320894,0.9954722184345716,3324.942722279878,0.02965416823567977,107.1511507131414,55.999246246602596,0.06250286195556735,0.09038761988627923,0.0693570357657655,0.07422877786123448,0.01163450080867175,0.003123398026889145,0.03754059976691069,0.071026188236584,0.09403399875077667,0.05723237948705643,117.00685375087575,130.7631730778342,64.72070751503462,0.02403921962654742,0.039303092079428184,0.03452094117803544,0.00042635362052692073,854.8872578606138
0.375,0.07087,1515.0999287295642,1722.3014221903898,0.8799810303386747,1.3746348797098094,1.4410910788338969,1.5638466975637408,0.28758361059047494,0.000515625,0.3828125,1.3191168697566502,1.9328478503391506,1.466264115413277,1721.4292631989488,1798.301495995939,1364.9166563386475,0.4853506968041836,0.3272833753642057,0.7147838439844989,0.9944292947257665,3043.4986362359896,0.026385755626852893,98.71394821107133,50.21008438538372,0.05594917731817414,0.07957051997073816,0.05789135072351067,0.06138057963646209,0.011121754572719607,0.004553045641037986,0.0418691693701941,0.05616791210017819,0.08857467056067048,0.059822368675727766,101.05827992123457,113.50999065267156,65.17815571048449,0.026072485451058405,0.04425349029526547,0.03375899042357955,0.0006154859280743204,700.7053343406621
0.4,0.0707775,1509.4114146927861,1718.1961942322453,0.8788449319128648,1.3679796272016278,1.4385756659068114,1.5587563642118585,0.29011273769377005,0.00017187500000000002,0.37517187500000004,1.319381568677738,1.9199556855438211,1.4562378562779759,1717.329775869681,1797.520361294314,1354.018764032315,0.5349645631148285,0.3241300025760971,0.7282985221203497,0.9930570242676577,3756.5512576374736,0.029934561859997197,110.84741425455421,55.85913710110638,0.0629425236040921,0.08813560456352822,0.06579402290051588,0.0674593633633715,0.011336898491695613,0.0025901235944207376,0.04086312124317445,0.06304717449056499,0.08785569763543451,0.051411637819305654,113.23023092466349,128.31023643899056,66.76417125994331,0.03433959152114026,0.04566877080488367,0.03796396892124434,0.000715271988423176,1005.2668423213929
