min_w_par,unemployment_rate,nominal_GDP,real_GDP,mean_price,mean_wage,median_real_wage,mean_real_wage,gini_coefficient,share_of_inactive,share_of_refinanced,unskilled_wage,skilled_wages,wage_ratio_s_to_u,C,DC,total_expenditure,A_ratio_FtoH,mean_m,mean_uc,mean_delta,tot_inv,unemployment_rate_sd,nominal_GDP_sd,real_GDP_sd,mean_price_sd,mean_wage_sd,median_real_wage_sd,mean_real_wage_sd,gini_coefficient_sd,share_of_inactive_sd,share_of_refinanced_sd,unskilled_wage_sd,skilled_wages_sd,wage_ratio_s_to_u_sd,C_sd,DC_sd,total_expenditure_sd,A_ratio_FtoH_sd,mean_m_sd,mean_uc_sd,mean_delta_sd,tot_inv_sd
0.4,0.0746675,1524.700689012112,1730.047282286849,0.8818448353014484,1.4114287706086346,1.4493015857953466,1.601970033927492,0.24851187331980826,0.001046875,0.38959375,1.3462313693398529,1.9874928926306938,1.4774000592898944,1737.188114634056,1800.4900996139395,1397.7239166647475,0.47047614878660116,0.272026198153181,0.7534563809411746,0.9944868135836745,4174.007145383671,0.029357314995584985,97.75116534420563,54.796848816968506,0.05799802318186322,0.09041783053639631,0.05811183034107663,0.06380415624661183,0.009273329298086082,0.007537520081855503,0.0367597643278286,0.06043611169955378,0.08209422430611957,0.0496365376677963,114.68216993455346,125.01208824003199,64.58038709683714,0.03612204126261583,0.027864262586886988,0.04018228618596346,0.00052962446342348,1496.2292243324216
1e-14,0.06962249999999999,1501.3763444486822,1725.133899926292,0.8705633882300892,1.3771659824259876,1.4641006569248054,1.5835359580850243,0.286202960530337,0.00018750000000000003,0.39399999999999996,1.338207479548898,1.9534383130740496,1.4609637821438577,1727.3032010478312,1802.5146706284781,1355.5412828615597,0.5215841373334746,0.3101598255281865,0.7213252557152938,0.9947766071892823,3484.4653380449813,0.023853615947063436,88.65170879035895,44.880498213218964,0.050909594144442454,0.07383990283712435,0.06420908916934262,0.06190594056415293,0.01050696997797912,0.0022017393692260667,0.03710910855167502,0.059518559779134,0.08239532139552087,0.05626956933957143,94.2354586822572,103.32865817518694,55.7803844874737,0.017684325801620267,0.03648896735388935,0.03312206624650696,0.0005082114639785515,510.9806059090557
0.6,0.07769749999999999,1543.4315821012074,1733.490468575043,0.8906824039878416,1.4767296690230927,1.4913874990159943,1.6590789371030015,0.22078468615330663,0.0020625,0.39003125,1.3928132715018466,2.062303980630964,1.4811054581713694,1730.4301067699498,1786.2481827424945,1413.9929758107232,0.4983714482667797,0.22135943335983008,0.7579189057444949,0.9940695232361623,6220.217543576874,0.026056784025470205,77.48661834875442,47.152168449444865,0.0444604943353005,0.06983890536588985,0.049518752147319656,0.0544050395437524,0.007468416696097377,0.010617828462072645,0.03607770206010217,0.04781166258492081,0.07476858149583133,0.03956056318495393,94.78800776247508,102.4723354177828,51.116214797340774,0.02898470169500982,0.02424958778318178,0.028552374890126686,0.000612637566586962,1151.33532555493
0.4,0.07519499999999998,1518.4915959303692,1731.7936060456022,0.8773287754360379,1.4206314609811086,1.4721591394057105,1.6210701460363657,0.24678521880283832,0.0011874999999999998,0.386953125,1.3640606960297583,2.0080856491867722,1.472737784073326,1730.368605081942,1791.1452968418726,1388.4347454016563,0.4788428960552837,0.2641254632474783,0.7355078316598032,0.9942033831539985,3658.965868182237,0.02955193690775613,98.51422871496246,54.950105005603135,0.05759275178215361,0.08793178937351734,0.06083020596021431,0.06781453868229333,0.009904588925630172,0.007536110983126509,0.039700954289341395,0.059137718382669534,0.09576685205092295,0.051234571638573985,115.12924095723329,125.5927232029684,64.99071633286846,0.027037093737140135,0.03342061292232966,0.03613130266097609,0.0006412998338348338,949.1797799762844
0.2,0.07125,1508.5050977209683,1729.8431513250162,0.8723163908157174,1.4027811685527514,1.4812883579083962,1.6097874482703975,0.2678673320290702,0.000484375,0.39118749999999997,1.3580612103083878,1.990497930293005,1.4668038755014543,1728.1980340797775,1797.4873428649835,1371.305498028051,0.5403503238652108,0.2798230223598187,0.7288950659053239,0.9951365206411369,3928.6667930380327,0.027215850161257115,93.77116286244103,50.93378812173625,0.05243024553049375,0.07728637712469243,0.0569183682571401,0.06260487398057615,0.009542071759636438,0.003516111077508076,0.04095152431534142,0.05912570414186972,0.08510848159928297,0.05585982081860706,104.86902475232974,115.38201230213483,62.064932400591005,0.01762452833492663,0.032452606642241366,0.02973797181919936,0.0004404402306053912,869.5034225565728
0.6,0.07653499999999999,1515.0218594842154,1737.620530396811,0.8722312878172619,1.4500461432803495,1.5008418642423207,1.6637187959493525,0.21861849588048346,0.0011250000000000001,0.38551562500000003,1.398139910269656,2.0639747705200095,1.4771826552316247,1738.2865299031243,1790.8393030139994,1399.7677663149964,0.5039128614322841,0.2189560218988364,0.742938676854096,0.9934243867890663,4566.670665535323,0.026311571123747043,79.38208359087959,47.223300245727955,0.04595411679842246,0.069725689180321,0.05024015966369262,0.05429075544217249,0.007479137906154836,0.00833291665624948,0.03534522474266326,0.05348728161640451,0.07356151992329071,0.04880613840450861,96.32287157128481,103.6308496357369,54.05172819862932,0.025588542996697407,0.022520389729281866,0.029815322680064867,0.000774086954887682,1172.352271524029
0.4,0.07299749999999999,1528.5139809160394,1733.3928670307187,0.8821869205657967,1.4421729232317597,1.486738400350596,1.6363936499433533,0.24617511068893927,0.0012656250000000003,0.39248437499999994,1.3776881287128808,2.0273406269376846,1.4723125863923505,1733.6751169820234,1795.1123280231636,1390.7222896283338,0.5241935103442958,0.24863090240591923,0.7453465301505502,0.9945938991087019,4726.596944991306,0.025100348478656605,81.84332609667106,46.62498276322742,0.04842158794738493,0.07120251296012173,0.05646961654922439,0.061704092947817965,0.007897350591679581,0.006807893367949809,0.035148398428795795,0.055836041334219974,0.0865145720403618,0.05181748044776073,98.94267992304147,107.13369735890564,54.18941650960586,0.023404947693090292,0.025590932143434834,0.02948058052503447,0.00048191359297867364,755.414596457757
0.2,0.07273,1507.348141892344,1721.685046391419,0.8758602785614985,1.389617218655883,1.4565845158141713,1.588460317936475,0.27103854197515675,0.0001875,0.390015625,1.3398875867140974,1.9633623620992517,1.4668558564731915,1729.1785166001355,1798.3926512023318,1371.5044700628687,0.5164883780690067,0.29497705881527614,0.7456880479201857,0.994712420589551,4026.790545757937,0.02934232608366281,100.86240485403017,53.236139804795876,0.05745223880637126,0.08306592566945559,0.06342849451412591,0.06489780732670225,0.010249321506707978,0.0026450129961873535,0.0419753898089032,0.06459909559846945,0.08409546029478876,0.05899440428218698,109.11484555637423,120.407422364105,65.32139025176917,0.020696760949399536,0.036641750918648554,0.03456706045789173,0.0004562281752905849,1157.8747468986817
1e-14,0.07126249999999999,1520.9909399648627,1717.0962583793207,0.8861284236947716,1.3998136529317835,1.4571999083090241,1.5810791696793316,0.28850056743506586,0.0007656249999999999,0.393125,1.3376286298036195,1.948639776412291,1.4581288499396536,1718.8671906318452,1796.1803116321528,1363.2207335838036,0.5306888658078145,0.3103110716049398,0.7418105669582746,0.9952257121087063,4683.335053514116,0.027395229397652418,102.256444401069,50.87578874965197,0.058726612498451014,0.09155912197856987,0.05985987229442036,0.06393291512880347,0.01008039834042273,0.005048567827550205,0.041344588521353066,0.06165158325261195,0.08630691184235306,0.05960283671979126,107.7989722180433,120.52868994824206,60.182816388417976,0.020395909585551517,0.0356234531259933,0.03783317502195275,0.00033439834275201207,1457.1389121471484
0.2,0.0708675,1506.3992376674223,1729.8706071190434,0.8710721694600929,1.4019925919094374,1.47733132648681,1.6112379517379793,0.26921433701870734,0.00045312499999999997,0.38975000000000004,1.3579512809100829,1.9939980234140204,1.469295852022028,1731.1415361258807,1799.619630382078,1371.379067185755,0.5328547116915506,0.2803796841710619,0.7262811842471757,0.9951907494152366,3614.2427226198847,0.02444953872264258,89.28043950551084,45.302267119234216,0.050848337058544205,0.0727563096497165,0.058597435049738224,0.061397345353671307,0.010146979182269204,0.004037150478292208,0.04158265488758504,0.056906145176200656,0.08225123571708268,0.05093466233798703,93.51936524540231,103.32160462329149,57.35309901676275,0.019171321535447677,0.03201779175021384,0.02969665190032995,0.000500263135979773,702.7922829888611
0.4,0.0766425,1502.15549774457,1728.1739697806665,0.8698369405125622,1.4205220216703736,1.4810941177974835,1.6347416711711387,0.24796262238068473,0.000921875,0.392796875,1.3729387680789806,2.0292875122748084,1.479430295030166,1732.802479103565,1795.5421377073026,1378.0027331773028,0.55409333575373,0.24644177223257807,0.7537046974202977,0.9946669361378381,4217.462101867484,0.03490658524906152,101.26961030153157,64.84775174380503,0.05866049167862929,0.09477777329300331,0.06420405451674617,0.07248314086264457,0.00893596442556578,0.00561020188891407,0.040720677597313806,0.06993612432210415,0.09116484987052159,0.053054296993302705,118.93719468946067,130.32049528528992,68.93165592542164,0.021114397395814586,0.030579177847291725,0.03337844754715094,0.0004761701823031582,872.427937810813
0.4,0.0754175,1515.8460175094742,1731.9889117396285,0.8756513018104947,1.430150905238106,1.4846683822987268,1.6347190679194332,0.24647276933534998,0.001890625,0.3894375,1.3729731854596516,2.029753907076083,1.4793484564212673,1731.2976848423318,1793.517840220121,1387.2974531077482,0.5202361609015133,0.24832584410832176,0.7575486909802399,0.9944172720516158,3960.292152149199,0.030038195580793448,92.28497994806891,54.2985104500686,0.053539828854256,0.08365704514156955,0.057802759531330135,0.06379177801331201,0.007721796930926939,0.009794756549265274,0.04094293857003915,0.06028215051521988,0.08354426716741187,0.04932650558220637,105.61039005219631,116.66361434192422,65.74972138109834,0.026518609415123042,0.03116098254798755,0.032448630225682513,0.0004877689688674234,445.30418806398126
1e-14,0.0706525,1498.506076509558,1721.7419571333046,0.8705484613744389,1.3738424787113541,1.461903147660741,1.579977646118341,0.2865827264996284,7.8125e-05,0.385140625,1.3360310296626192,1.9480812752507821,1.459102572920794,1723.3198460504343,1798.1806956246046,1355.7693715584994,0.5336676073258011,0.3104756909885998,0.7235529272594079,0.9951162966102952,2875.0573438070132,0.025322948954456293,94.94583753181978,46.96817330043825,0.05320090891049667,0.07386290645256946,0.061194543421003104,0.06164905095523088,0.010367492766662802,0.0010334966058846058,0.0377388196140178,0.05713804837766663,0.08642254399598491,0.056332971409829395,97.84544922663389,109.57217111806186,59.59462139092681,0.018849189773824965,0.0367602172511854,0.03235821444768054,0.0006076745854065173,808.0731350560421
0.4,0.074245,1513.1608141448557,1731.3638448608392,0.8744284525548309,1.4274108344359795,1.4852966774873753,1.6340171239548067,0.24602497366619133,0.0008906249999999999,0.39239062500000005,1.3740761298724526,2.026154189043786,1.475384900872491,1728.619934293962,1789.7021550144918,1383.7326609447116,0.5221954605845205,0.2491637799725269,0.7565383397820543,0.995112421207034,3641.3011265460814,0.028101511969999035,85.43996313226111,51.87995543191846,0.050487796562034205,0.07760252220348896,0.05812955760777633,0.06581495782716043,0.009349002389489809,0.006664955428161166,0.03977485158186483,0.059544748246813474,0.0892577819155714,0.050787668393481714,100.16936299550001,108.3123231896594,57.218170638746514,0.021692414773378656,0.028769656535669142,0.03273842498020805,0.0004967705449341873,530.8557320491151
0.2,0.0728325,1519.1159702880045,1721.4621659807424,0.882941050416313,1.3962157720059991,1.451007522679804,1.5833024191886338,0.27033516935806534,0.0007500000000000001,0.385765625,1.3352857039087587,1.9575358983304825,1.4668507096348922,1720.2172608101682,1789.2778402903268,1375.9145672519849,0.5123493986636428,0.29729162317253455,0.7496188394442075,0.9947383452335705,3596.776896143673,0.0293025501236667,99.26604640569523,55.0691819871856,0.05833952339543851,0.08806865109746234,0.06904812747792059,0.074086540477778,0.010313651781965734,0.00623623484163321,0.04198469482572638,0.06633735233561153,0.09882214150879179,0.05186892048184592,108.0072986954339,119.28262702454715,64.62451412185615,0.028424729401969193,0.04317603720712258,0.038301271656646374,0.0004734765115758823,735.2566751605322
1e-14,0.0714325,1501.16667175103,1721.53760202145,0.8723540198489627,1.37863439394244,1.46132566153316,1.581900570741439,0.2862328123407139,0.00053125,0.3903281250000001,1.3371641265293035,1.9507545812736942,1.4597136612232862,1719.734263415973,1792.9926139390127,1355.6954842420826,0.5166564247624111,0.3119460596782955,0.7226941969173395,0.994968489953631,2950.1446060969192,0.028436691856648853,98.83327195358298,53.267727093287746,0.0565238510116091,0.0863524377210184,0.060949418058677256,0.064692546479538,0.009976058594703442,0.005458561938597017,0.04159549618329339,0.0587228596263424,0.08836959155367086,0.05200937357110666,105.52846681421396,116.90098701856277,64.62177445360588,0.01443859668208988,0.03913392976920914,0.03487415210851881,0.00043826032676102936,715.2529895497975
0.8,0.08616999999999997,1517.3457375119149,1729.2721053638984,0.8777332665827018,1.4968509831884649,1.504028818405351,1.7063716781736418,0.19021973556335883,0.002265625,0.38329687500000004,1.426362954696022,2.1255931331465674,1.490503705620801,1729.2106655420992,1775.1911396622454,1417.585748252314,0.5388292644406876,0.17952933279405986,0.7629137400816133,0.9928519751502148,4408.651300779734,0.025408583195447944,71.76589513311097,45.66145404105215,0.04107127048925253,0.06162188248777072,0.04757341957184415,0.04486523156349922,0.007606948645906081,0.010128266737669136,0.035474046273076536,0.03761581687172012,0.06952449814605977,0.040947748977138404,81.55933478150611,85.4164000623303,44.41490796908784,0.031754051181381825,0.019803758715638237,0.026915501772739766,0.0008197135913266891,712.3828643849102
0.6,0.0765425,1513.5425431597303,1736.949640170763,0.8717605426579064,1.4573502528660833,1.5054375790936831,1.6727078677310727,0.21979221555766365,0.0009218750000000001,0.39015625,1.4049068224039933,2.076456635742348,1.4786616602869702,1732.765076338459,1785.2632888114324,1394.6426403343403,0.5389295336569568,0.21444624595264014,0.7508208074774274,0.9937455121763122,4471.335444522247,0.025930449162133676,73.49231473648264,48.13651273763296,0.04327460710885366,0.07231507065348813,0.05021637134164484,0.05721255727220403,0.007251470067701555,0.005306039269961635,0.03581057750075388,0.052357670691479036,0.07827929717490914,0.04515449448068673,92.5998036285292,100.35980676429335,52.23736972159972,0.029281054197568882,0.02314846151357745,0.029506101213602226,0.0006007343592578098,638.8779562829319
0.8,0.08625999999999998,1527.2705933480756,1729.9994993557875,0.8831492835435111,1.5014084037616817,1.5010593735884965,1.7013322073102968,0.18925824262115232,0.00271875,0.383328125,1.4235553207893201,2.1165892553884387,1.4870454428592417,1726.9404524049821,1774.4224532045973,1422.6546728109472,0.5492777375411483,0.18153896691848564,0.768027013705938,0.9929899373538698,5915.198695767165,0.027100690028115517,70.60820921402487,48.53804668461484,0.04050357805356586,0.05731136319810851,0.05312872057788851,0.049658463597896205,0.007839062267887815,0.011260021578021065,0.0347040747281119,0.04073080937456042,0.07596867417703901,0.0413297448004019,79.99867298338522,83.98451190394846,45.188889225964544,0.024832543741635137,0.021190352612652345,0.024456704266263656,0.0006544444448870529,927.7484540294033
1e-14,0.0715875,1506.3065414338687,1719.4360426351436,0.8763808575986286,1.3730233565744345,1.4467016264742067,1.5686003656209813,0.28815468519238363,0.0003125,0.388671875,1.3228690493960766,1.939953080068355,1.4676828782562206,1723.1567017464322,1800.386507173441,1360.5279613549292,0.5243256928660519,0.3170701877813915,0.7418078179504412,0.9953240439714051,3213.098915353797,0.02954246678512136,109.09086408833865,56.15301791463303,0.06149028383426012,0.08939910871133051,0.0584846232694621,0.06579931656299484,0.01126747448195349,0.002847010493482593,0.04075332796514139,0.06176074437936013,0.08995634588996719,0.059432442492330324,117.85978568348237,133.25422039716082,70.1722605341701,0.017186141591211297,0.0350445632821097,0.03271096715732607,0.0005069311765067496,923.6740337189962
0.4,0.07497499999999999,1522.5691928313317,1729.3931346178133,0.8809342605254884,1.4274055854826928,1.4751543906817617,1.6223861477753811,0.24730295329652596,0.0011875000000000002,0.38756250000000003,1.366973763318953,2.008046747740197,1.469795072818726,1728.9426631111828,1791.5508185260776,1388.6052179814185,0.5043652060857156,0.2613672932112139,0.7417951924529099,0.9941954682152666,4205.439699523605,0.029955122683774794,93.90961560272642,55.33240836610924,0.0554373845366457,0.08165369795996548,0.06437392898830502,0.07048190292669694,0.009268965111282421,0.008122355338816445,0.03768698175431406,0.06393112358156207,0.0923046368143224,0.047867078467566625,107.63385135475343,117.95179561798233,62.62692636171727,0.026516187722038603,0.03522586913957634,0.03182723964734448,0.0005938266641893959,685.3477642116809
0.6,0.07805,1524.5191579042335,1734.7612834758695,0.8793030794893056,1.4505769047240906,1.482423178467539,1.651168907131243,0.22170391299906533,0.00171875,0.387890625,1.3851153978947373,2.052632523752548,1.4825322533319127,1738.5905499210141,1794.0756488899515,1407.79579760174,0.4618310026874597,0.23246705863119516,0.7400004446148876,0.9940847334678037,4053.320552405764,0.03048249497662551,93.84370631625112,57.14232439536406,0.05436188512046043,0.08327800489388551,0.052169747587364194,0.05868002138348437,0.007938067966174196,0.0095695949986141,0.03809865572903295,0.05273237215108221,0.08046455770388551,0.04496456519681429,111.16127782545695,119.65529770046524,61.33978266251124,0.04134891051498893,0.025260123952803668,0.031055876390159866,0.0006941762599285045,813.1514369424357
0.2,0.07431,1517.880233264266,1721.121087086894,0.8824354431492787,1.3977532868549287,1.4535033752403026,1.585814120036319,0.27107559677133625,0.000765625,0.38946875000000003,1.3388009751087089,1.9579416083597898,1.4636510155499258,1723.9171090020388,1794.5454988938238,1376.7803801940981,0.49326603933889074,0.29700962289116234,0.7456828968185704,0.9947151341919309,3997.224287489071,0.03187458078155694,105.6539992074375,59.1279721539156,0.061535083141486466,0.09263206823634007,0.06408913790879962,0.0688979482945874,0.009603402503567705,0.0055463027873868375,0.04438414298415032,0.06508976078986058,0.08800235759868155,0.05297893771063384,114.14272403349456,127.68309028308639,69.91322380899427,0.03184732065974775,0.03897824267061307,0.034516847592211984,0.0005678916903447929,834.7853963961613
0.8,0.08639,1537.4935841695376,1729.3197398956045,0.8894463220794313,1.5013847279005057,1.4888488916905942,1.6891039787732345,0.18884357881866998,0.002625,0.38104687499999995,1.4158203768302857,2.097139242974327,1.4813801501314594,1732.75951262095,1782.0696394132583,1436.2037990789852,0.5193780480363511,0.18562822765541503,0.7732122697926076,0.9931368839944497,4859.5748614593385,0.029689440883923696,76.76519470570508,52.27556295154206,0.04360784016170836,0.06750693789465698,0.05354308917376855,0.05151848608607403,0.00792337275292834,0.011273586385884484,0.03613205151225675,0.04216738842185092,0.08094349871372274,0.042652345382598246,93.06141884674948,97.78877802824725,46.74962091519582,0.03202010131092598,0.023430325008984936,0.028228610888435438,0.0006524318160287595,646.7710408111656
0.4,0.07472999999999999,1532.9059008875345,1726.6611146203538,0.8882548038457162,1.443897015697989,1.4741827566751664,1.6270616451480737,0.2475237754021968,0.001484375,0.39203125,1.3709187489888155,2.0147359559186255,1.4707034136892685,1726.3750553528046,1789.3348162790737,1390.975492051467,0.5232203935328605,0.2514808232943001,0.7618356060306951,0.9943698700680573,4645.31887846013,0.02800253738502994,97.2702019024112,50.896891556709406,0.057528430713300834,0.08774869264720392,0.05605314380473679,0.05965861286889792,0.008358481363986262,0.00779646792524506,0.03751529635945183,0.05700408355885136,0.08037938083645937,0.05395052836070138,112.05470604439424,121.14309073581568,54.65720879732647,0.02608083563106647,0.027609623049582047,0.03677823799173648,0.00042148899640535425,1525.8529692930258
0.8,0.08665999999999999,1516.4332916549806,1729.752078134638,0.8769913467307268,1.4909178495127475,1.5003755923436726,1.7013963794228428,0.18894372251825808,0.0019374999999999998,0.38310937500000003,1.420508128624712,2.1205121850942747,1.49289924675442,1733.365576420339,1779.3584517632562,1424.3428778639043,0.5154842282308579,0.17997475924103448,0.7708968604411777,0.99313740498434,4348.5209023694215,0.027393418917688962,71.08402288734369,49.3783422208304,0.04011089611309983,0.05798439521097838,0.05454305203271072,0.05436108757259366,0.007874458480642992,0.009879943382934945,0.03565458954832288,0.044054226014826545,0.08155667706880657,0.03874529119493646,84.07578432155822,89.47716718162246,46.72735455245116,0.03605267883633178,0.025736697339142973,0.024414522782307994,0.0007529905709251784,900.8175779371066
