N_good,unemployment_rate,nominal_GDP,real_GDP,mean_price,mean_wage,median_real_wage,mean_real_wage,gini_coefficient,share_of_inactive,share_of_refinanced,unskilled_wage,skilled_wages,wage_ratio_s_to_u,C,DC,total_expenditure,A_ratio_FtoH,mean_m,mean_uc,mean_delta,tot_inv,unemployment_rate_sd,nominal_GDP_sd,real_GDP_sd,mean_price_sd,mean_wage_sd,median_real_wage_sd,mean_real_wage_sd,gini_coefficient_sd,share_of_inactive_sd,share_of_refinanced_sd,unskilled_wage_sd,skilled_wages_sd,wage_ratio_s_to_u_sd,C_sd,DC_sd,total_expenditure_sd,A_ratio_FtoH_sd,mean_m_sd,mean_uc_sd,mean_delta_sd,tot_inv_sd
12.0,0.07524999999999998,1516.6571001599339,1712.2191858506308,0.8859683437888853,1.4144351204188736,1.4602105945276793,1.5986814753115057,0.30424408063830166,0.0035625,0.48620312499999996,1.35621766449832,1.9641289391962797,1.4494112316493146,1714.1136302832224,1777.7374945768534,1341.3209543489706,0.37467713590931645,0.3184632846990315,0.742665223896347,0.9970725828378335,2405.741309191622,0.024822620731904988,95.75785243290389,43.62071148312409,0.05429678789651726,0.07292385351815794,0.05707513618029928,0.06475220189855266,0.011533282211140175,0.013295176521957127,0.03928782201884415,0.060477482795045126,0.09112154110669804,0.061009484930694184,92.56267395569226,100.02668291477514,55.297233161922385,0.010278039173478377,0.0334021109795017,0.037000812774978055,0.0002791937154617273,510.2399723979355
3.0,0.0816375,1526.9337105187303,1702.1070867983983,0.8980464133034727,1.3346211000664652,1.3734175243509916,1.4892995958417827,0.2896227968153569,0.0007656249999999999,0.326875,1.260031889924467,1.8351690787510504,1.4588028830110786,1700.9278006498532,1798.8359660360613,1387.558453204805,0.5158861389157997,0.3815164517906048,0.713525071585512,0.9951035281467935,2147.433112702885,0.054364198639821774,189.8971179012699,101.31779867546287,0.10568697073328535,0.1553684279678295,0.08787233901850836,0.09544728680216692,0.011546523782815716,0.006335335398333302,0.06453408740735395,0.09177560135111279,0.11151077889331214,0.059302898285077496,202.84941165513598,236.80845076634665,127.19292885956006,0.032137449846440055,0.06732071996122312,0.04990538747337891,0.0005485228849085281,749.9673468479872
2.0,0.1201925,1587.484541243632,1610.6590073226307,0.9832345037445751,1.0739269771002633,0.9841902919933088,1.104170317464647,0.3158066522784899,0.0,0.180078125,0.9360589718114819,1.359271112677452,1.4571697720286665,1609.0256227844566,1849.413131129318,1412.0460007323697,0.4550270571855708,0.8821847120264362,0.5876752317230494,0.9965890449691901,753.0675273377038,0.1118594226864684,458.3208910995069,206.41896997416262,0.2378285443692593,0.2304588251872936,0.09117802626525208,0.10682228016600866,0.023577343599707243,0.0,0.09860003322887055,0.1042575314467253,0.11745885367374537,0.07098394198089554,327.8639505744865,452.57423674207166,201.51152559449244,0.02691533537421588,0.29041647194802955,0.07085897340065406,0.0003126923445953608,549.6329270924589
2.0,0.11824000000000001,1597.07301958518,1612.936031913178,0.9878474341389092,1.0707329169505109,0.9789485149719889,1.0963730307360795,0.316101004144052,0.0001875,0.18003125,0.9325212887501304,1.3449285476217077,1.4471405459626323,1609.248344669952,1849.8798688688978,1416.8392371189589,0.46961920112603983,0.9021502407385512,0.5873945902149235,0.9966943562356323,744.338951439654,0.1096500679434354,456.07647722791177,202.69340390100953,0.23753689395929176,0.2215752319267294,0.08269258405842196,0.09776705129813894,0.022675574886461103,0.003745309566644658,0.09782237869443526,0.09642943337659965,0.10893054161955565,0.07696986914213312,324.84770852894064,446.78538395817475,203.40901347205153,0.033141319610030535,0.28320061890125364,0.06771873032373008,0.0002216554381975513,539.8202843432358
2.0,0.11689500000000001,1591.2627897404861,1616.0419541897606,0.9826990991450835,1.0904575336193707,1.002762555542826,1.1223692145432156,0.31459112033568315,0.0,0.18256250000000002,0.9560923664458701,1.3751139900842961,1.4464248480547683,1617.1612108516388,1849.304401911114,1417.6196473026828,0.46691449879573727,0.8561754928137506,0.5911941553092102,0.9965653501804312,807.6197883239736,0.10804956721338589,443.3765591753873,199.55931010247065,0.23092867484080132,0.2219967691861484,0.09190950228146315,0.10939202319409527,0.0217879952231821,0.0,0.09579863728806376,0.11505328131630244,0.11012638651839524,0.08782358256510966,325.958512360104,439.8662646165329,203.82019007555107,0.029012759399273134,0.2695580529423404,0.06780452855428984,0.0003896667619328019,543.424371394273
6.0,0.072975,1517.1534943184438,1717.5470291453921,0.88354625752733,1.4158132355090602,1.4771984797599933,1.6042727940034995,0.2953067614321258,0.0020625,0.441078125,1.3610230547865445,1.9701840428274016,1.4484205533150958,1712.9826662673681,1781.8291644452777,1351.2133472757175,0.45484151660978417,0.3024779239380677,0.7345924169179233,0.9961414473865847,2845.1220387011776,0.023935107582795594,93.75817250539058,44.145743065043796,0.053488508617466325,0.07575633238964147,0.05855936182018034,0.06246189618440736,0.010231540267272347,0.011032799112192697,0.03897352053297694,0.05646857597281023,0.09003432485227467,0.05649268067912982,94.84509334274976,104.07239409185496,57.1662826537336,0.014914324533851699,0.030461046255176198,0.034863940957643495,0.0003440215378237059,680.550974699802
2.0,0.12080500000000001,1586.0804491245042,1609.6409841790758,0.9831750192379808,1.0900152197203363,0.9998397919343214,1.1204316065848936,0.31647639750103457,1.5625e-05,0.18651562500000002,0.9519607386762943,1.3762133400027738,1.4515155748232627,1607.940048837013,1841.7983759498668,1411.4061278704298,0.45999168129504026,0.852831316617945,0.5962709677409201,0.9965395916076732,764.5007438053232,0.11217077148259255,452.3238675676128,207.2427314646887,0.23457825063525098,0.22956839761507278,0.08536508210042483,0.10306502631424139,0.02180857605420869,0.00031210913055372156,0.10157695930726306,0.10369870389000725,0.11197749088102889,0.08109679021348351,329.15575130521165,449.37579002487087,204.87546087302232,0.04517942926236643,0.2671985514645635,0.06992698190165975,0.0002984863642518646,548.0672412612971
12.0,0.07613499999999998,1501.1869205381267,1714.3839711980265,0.8758266675511349,1.4216662712803925,1.4857803998898225,1.6259397379910536,0.3029335975969347,0.004921875000000001,0.483359375,1.376132156475494,2.0013636169929017,1.4553989500776805,1715.9759565928973,1778.3045759403922,1331.5773615340263,0.45401732098213854,0.2964705456208733,0.751264783339629,0.9972675771270707,2527.8035630632803,0.024314949619524184,91.6864223245567,39.57856911751437,0.052742878143276384,0.06417335742813708,0.06022200202750485,0.06729241288355829,0.010866581857315306,0.016402343284859483,0.04091416021207542,0.061858757279526666,0.09536819762612145,0.0604132206622267,81.86279331233307,89.68680348174333,55.5075744190885,0.015201953880704302,0.02974538392783345,0.033813678830166345,0.0003156540591236815,442.5395174031994
6.0,0.0721025,1501.0990376871725,1714.2946225642395,0.875911368541737,1.40514377604661,1.4761502686919368,1.6061127313088759,0.29593452239612533,0.00140625,0.443953125,1.3568510635017683,1.9817208139646143,1.4616633294606591,1715.15182581705,1784.024726388739,1342.1266020225385,0.4862107620868835,0.2976366683662857,0.7612385242737065,0.9965009394840859,3140.917597299014,0.021805091005313398,89.63016437644632,40.491939792196646,0.05295410662074834,0.07342210513866836,0.05739399890017617,0.06144023278970926,0.010502040094686634,0.008837453588987045,0.03776802329993423,0.0575213062883512,0.08951122415092004,0.062106682840761505,89.68295401477403,98.87523186855596,54.751131870687125,0.013412985503451828,0.03132545040350228,0.03870074970486209,0.00038024672805802895,722.6151139003026
3.0,0.0805125,1535.683329670605,1703.4812081547286,0.9026269370224074,1.341805329824798,1.3751429158535535,1.4904114752501414,0.28892396108217755,0.0007656249999999999,0.332921875,1.2615305676165074,1.8366583795780622,1.4577009696806449,1698.8609285831556,1796.3475779610628,1391.005578893417,0.4938289748417069,0.38152098122793004,0.7087815872001544,0.9947361738191748,2364.496751115327,0.053256077998196594,182.5109542164006,100.8188222992999,0.10300574464750514,0.14865105936779333,0.09767242209028285,0.10431722292779975,0.013419823783019688,0.005367341018546801,0.06323657952668198,0.0948297583417104,0.1273107602335742,0.057754869385994105,192.8196291526879,225.24951653626357,121.58470967725373,0.046482182196924786,0.08223118297687891,0.04411951663010018,0.0004976742030631839,806.7963504693994
12.0,0.07519499999999998,1525.1340131805237,1711.0858384783764,0.8914475591175974,1.413708524054239,1.4511935950147705,1.588484554405489,0.3042346461366682,0.004546875000000001,0.4860781249999999,1.3476284511654109,1.9512335717610454,1.4493393800628718,1708.1607435941885,1771.5218071909371,1348.5188340201037,0.35047619149751186,0.32490680107425957,0.7501144864228567,0.9970811952608023,2363.291671622571,0.026652898060060923,92.11459612398194,42.74973192895743,0.05109334337642338,0.06164875674320312,0.06348650053339801,0.06913386124247053,0.011702878938834437,0.016462841385507396,0.0397309033088146,0.0664016698398596,0.09359477137808572,0.06268576475182655,80.10846002473492,87.68527513480939,54.2144314836229,0.04713455783340765,0.03914328874711005,0.032221691424275035,0.00023168249236518973,486.929507775053
6.0,0.07107999999999999,1525.7773856186907,1718.757981137649,0.8879787836372932,1.411364369384309,1.4607907559163607,1.5911757559664415,0.2935589693506,0.000953125,0.44292187499999996,1.3467000782758647,1.9591226210510926,1.4558179852436717,1718.9445972339565,1786.2177182349626,1360.0987872928952,0.41865869547373946,0.3132575554391803,0.7355846227187516,0.9962216738167976,2975.3151980979683,0.022175630768931896,82.84652777393912,41.45184090513928,0.048185011637259745,0.0671552739070585,0.06083595364978559,0.06274338985170123,0.009951067125592744,0.006231985757715996,0.03822984750472299,0.05890311544391803,0.0862670195019378,0.056475284593712496,82.4848932546585,89.97965099128965,54.665590341503176,0.01491065007638774,0.033746419721821186,0.03066563771193056,0.00033203595648371363,541.8462940755229
2.0,0.11887249999999999,1588.3528808049496,1611.5914464769587,0.9837630473248402,1.1010714093464915,1.0100455196926954,1.1320273866237205,0.3162511698590039,4.6875e-05,0.18814062499999998,0.9623541258411253,1.3904121600966926,1.4510478983426651,1611.3799990554935,1842.9192094735006,1414.3797746509063,0.4574025054769572,0.8302980953602281,0.6029028733204008,0.9964770117007024,801.541999746061,0.11004978983964486,451.1515307357243,204.88421403451792,0.23524319278639302,0.23308851270734204,0.09968181210147746,0.11430230738874715,0.022532145686968156,0.0009363273916611644,0.09968838043302426,0.11358951615630256,0.12102990913875687,0.07461682766178086,329.2881315886716,448.26613595642897,206.8721542855377,0.028193591160946267,0.27648914671972863,0.07374214466838759,0.0003746425619098701,552.6207062326804
12.0,0.07618249999999999,1523.551326232665,1712.3170671351543,0.8899002318532907,1.4170098859864737,1.4587513268643963,1.5943200744600516,0.30378125845811615,0.004296875,0.4865781250000001,1.3520967712089018,1.9588351460616138,1.4499526369922784,1713.0824708726175,1776.6772665675576,1345.2275709490336,0.36803138300152527,0.3220821076042985,0.7489109126615042,0.9971746087798047,2717.2390899285224,0.027120641470105372,89.89329543539323,43.267734495110986,0.049961431357586586,0.06746197601341702,0.05641273224555385,0.06367007391586002,0.010537097401733012,0.017342870191648645,0.042015038114160685,0.061012473433027334,0.08738373046484256,0.05836601964829998,84.95393044554241,92.76703080398703,54.67162565151343,0.023999635749899287,0.03493487359644452,0.03152219674749831,0.00023976467727857272,390.58336913945357
3.0,0.08111250000000002,1529.7709981948644,1701.9083461887685,0.8999314145070977,1.339452971386319,1.376845656256288,1.4928164821016816,0.290303101540407,0.001125,0.32934374999999994,1.2635042076667837,1.838936594310336,1.457325856929212,1700.164889410443,1798.8511153170825,1385.7115622004378,0.506202614960414,0.37852736009449833,0.7196651503324796,0.9946898736982688,2128.627848903864,0.05225236687222885,188.39662132228523,98.06373661121286,0.10676761651022673,0.14635997664790787,0.08938850701830542,0.09661900666673315,0.012701322634349626,0.008143248737451167,0.06343887775597469,0.0902292939270983,0.1171852562101926,0.058444798977371926,192.19424300728562,222.43026885806165,121.16756103524861,0.0305734974685254,0.06979587645370097,0.04512498557226104,0.0006102668273956075,579.1192781281455
12.0,0.076,1522.092637072228,1715.0629020780314,0.8876324223819059,1.4291988258025434,1.4743811785826546,1.6126931524780455,0.30280034938470135,0.005171875,0.48665625000000007,1.3681945179562307,1.9806428349272103,1.4486829135890036,1716.40271516854,1781.1147617729982,1346.841657896919,0.3789351144711565,0.30535204538847727,0.7431944616872326,0.9970141112728317,2709.876767953572,0.024320567427590978,92.90925931494267,40.562525514207906,0.0524537055048687,0.06379764067388204,0.05867387979808863,0.0662324487077764,0.011996211825314441,0.015184726791561808,0.04467188319779568,0.06032444006070324,0.09601806849499495,0.06254306373863056,85.52918836453583,94.05922905770308,56.27548415542713,0.010981072781056783,0.03147073407624992,0.03412423843017922,0.0002699966978270708,496.89759604260877
6.0,0.072865,1518.3845680275053,1718.057514065681,0.884151362236882,1.4070543663053547,1.4671602239044277,1.5941123877418448,0.2942924246646483,0.001890625,0.4338906249999999,1.351352968874079,1.9598706566480453,1.4516087867758223,1715.8763610840426,1785.4923895192996,1348.7493912058787,0.48803160175525506,0.3089947412626099,0.7347995671904308,0.9963479972847642,3382.3317023170835,0.025836152480584237,103.02721347155116,46.41707585036383,0.060733727151627684,0.0814629333531441,0.06847407127958387,0.07170790655863328,0.010067891398572294,0.009408261309050413,0.038749492814221125,0.06763062937751935,0.09865029947532818,0.06218440089087753,107.76778730065763,115.60297381594916,60.012813160945996,0.016625058084044027,0.0381948965250073,0.04334192829665687,0.00032283031829959715,1020.9026058271411
3.0,0.08332,1519.7927744994686,1701.1219183375301,0.8944087716815378,1.3365447516924371,1.3837440579056983,1.497364327180913,0.28740420524989124,0.00048437499999999994,0.32662499999999994,1.266200385761678,1.8461206758653412,1.4604703707165243,1699.9979791192256,1797.9173887623745,1382.8884267353337,0.5130853220733828,0.3732553761894632,0.7042007594175574,0.9952256847946661,2041.6114843591088,0.0568666211410525,191.86137504911838,105.7665402455098,0.10625704673144672,0.1576881130628208,0.08654929995328797,0.09600141103543637,0.01386399010476806,0.0044038945388570555,0.06605141226726344,0.0930910379327974,0.10989299944266494,0.05771930668369122,202.72085055070607,234.94521360488633,126.40807763805941,0.01969946347684934,0.06664805473555566,0.04819538075845155,0.0005783541141039692,718.1850578469474
12.0,0.07653499999999999,1532.026627566964,1708.314504395469,0.8970951230306852,1.424020257571653,1.4482154088876507,1.590574611229171,0.30646706537483726,0.00571875,0.489265625,1.3489619986451264,1.9539190968503106,1.4495903407370412,1709.0637297758408,1774.6129228239352,1347.6850673047402,0.3742998002432438,0.32257344623845696,0.7689578948316871,0.9973006003100225,2724.617654303494,0.027553380464110013,99.72503446590298,43.843580949426496,0.05819786229264834,0.06911587790982271,0.06869864063097388,0.07410900017593013,0.012488523796334224,0.01966295593082332,0.043065037003459955,0.0683582990403196,0.09955414683606137,0.05797368917989829,94.25125246463364,102.23656875047841,57.35944818055109,0.019431692943933095,0.038980959378030804,0.04147615419558493,0.00012887505842287307,444.9123720746044
6.0,0.07141499999999999,1510.882839436007,1718.7214451085192,0.8791882007706129,1.4076530647693921,1.472440275605234,1.6027908839020941,0.2954511197576143,0.0014531250000000002,0.440953125,1.3590630567955428,1.9694677623111305,1.4504155512608474,1720.298402826169,1788.9106387732709,1345.3546303900753,0.4903652650035394,0.3034276993274957,0.7384089238573252,0.9963342601388195,3480.0412257573353,0.02131895342177939,92.46285461814531,39.639796948121706,0.05184069758822195,0.07231064640010725,0.0569890818612131,0.05717384493618439,0.011567575329543263,0.007094352259676355,0.03803639486050663,0.05631289856629932,0.08112804143251146,0.06081958369391743,94.59356334725388,102.84505146317217,55.11195030215861,0.0133478627357678,0.03295059970587291,0.03435099847893186,0.0002934731713940375,552.3572686946219
12.0,0.07252249999999999,1523.0214444606734,1714.5482282665037,0.8884262706779457,1.4160531411774127,1.4610181229288213,1.5957695937817595,0.30355722262535406,0.0019218750000000002,0.49534374999999997,1.3519240743228826,1.9629339813062285,1.4531410050607336,1713.5281706954836,1775.5209577419132,1350.463316611819,0.31752213784424965,0.3191673425487769,0.7483496391615612,0.9967505751406995,2367.4304017301492,0.02156048454348833,86.72200011028266,38.834116713579995,0.048969302173129135,0.06500257766616649,0.05483404374983585,0.0601408874568731,0.010804983800438598,0.00897684467028226,0.03864904945063333,0.05610155742704832,0.08997594652024729,0.06529212060855002,83.4473406358546,91.70526384059987,54.0899313412305,0.008589105694656988,0.03142699477990602,0.032887731612185375,0.00024841238401499346,585.137599503372
6.0,0.07420249999999999,1516.3165963846934,1714.9465506527883,0.8844343110292111,1.4095295001453991,1.4688536022587084,1.5957015233044087,0.29646224760200196,0.002390625,0.44035937500000005,1.3513268237739169,1.9638308200025016,1.4546271617507074,1716.8044486283889,1786.7248709490561,1349.6679432335095,0.45081799996433203,0.30924625594109467,0.7380636088643128,0.9963989255539442,2988.518886283649,0.027469919798754402,100.20954842098823,49.948552447068046,0.05648194374696333,0.0798222654159782,0.062351696948010224,0.06486302505107809,0.01095134408830929,0.011234700968845365,0.038837197129290554,0.06277945822113992,0.08671202204937307,0.05933707431622614,102.72477768410481,113.10141948302491,62.04478205441018,0.012976972920591696,0.03359586550690399,0.03371894944012964,0.0002771649603523231,614.6613508392687
6.0,0.07062749999999998,1502.8251222719687,1721.9499886648837,0.8728576621742589,1.4069508620488114,1.4911541804010762,1.6132385490998815,0.29053916431234905,0.00059375,0.44171875,1.367020665473918,1.9842542838006059,1.452655079583804,1723.7510089636576,1789.2945809055955,1346.1922593790596,0.46757861473212226,0.29694614357960497,0.7335542430612944,0.9962032309540396,3220.861809881253,0.018798902727287015,75.58925397342406,34.45551112967451,0.04269741927864234,0.05843780598349937,0.050058243154119164,0.05084006793461102,0.00901980664523255,0.004079172518722394,0.03534118027793497,0.05122527300359476,0.07165482066844091,0.055606730581523864,85.60204480954597,94.39869641726715,50.294643361876986,0.01107327634039096,0.02585462967859425,0.03539996814096205,0.00031966313228093407,653.2092217997082
2.0,0.119225,1596.7138137902505,1613.8485437087709,0.9872565308564841,1.082598864376794,0.9922204107417574,1.1099297572794848,0.31521677147252203,0.0,0.185078125,0.945415673156761,1.3597418209902963,1.4432936857280543,1613.5768777002343,1850.283615987756,1419.2737385997152,0.4308966494563012,0.8754079665860383,0.5821343459768985,0.996804019184421,792.4120894380567,0.10916633810383125,452.0902072873602,202.49581814547787,0.23599611037036525,0.2229442962522218,0.09324446045195352,0.10940460942250824,0.021594328924623752,0.0,0.0982527718577668,0.10625482523366504,0.12197387118592992,0.07323109192911852,325.2335254589216,446.04055668667513,203.7895220645642,0.03530598981141144,0.28828012553950544,0.0693034178045446,0.00033940443534237236,546.1738019444848
12.0,0.07633999999999999,1556.7548973074577,1706.465769989226,0.9125155946724157,1.427677429882965,1.425238631869726,1.5676273971055152,0.30627030287305446,0.004687500000000001,0.490859375,1.331188359080812,1.9231031797148916,1.4455542097191258,1706.5245916096499,1770.9857060392274,1366.6854988036343,0.2722015896738067,0.33914442692893604,0.761569525209894,0.9969016848888586,2554.5437774754105,0.025386795780483987,102.38422571733379,43.076651288529206,0.05945507909383348,0.070107843999971,0.07156801933752781,0.07281842051132828,0.013641997872535203,0.017702511297835684,0.042842641647771615,0.06513844719602277,0.10117704045149835,0.05867939079982615,91.54879068500784,99.75319853326016,59.0367516324727,0.01325339724587628,0.04061925467664441,0.03665141891155912,0.0002251935995305364,567.9539064514936
3.0,0.08847250000000001,1549.4402202459519,1687.488373245587,0.9196361102525801,1.3337701146412213,1.3369283335048658,1.4568790720887193,0.2951711601068794,0.002265625,0.32346874999999997,1.236723881196329,1.7892039083781381,1.4491538970742994,1683.8533626328986,1791.3864182011964,1393.9950169524977,0.4745901144598467,0.4129569408193602,0.710698085563152,0.9945102914667473,2096.27294554925,0.06061430725290853,224.85436441801585,112.89236443811804,0.1280690155922468,0.17387901814292814,0.11400160332548696,0.12234878339605942,0.014449842058715722,0.01449150310041629,0.06663361078267858,0.11287136801626309,0.14543680260286465,0.06132297487161692,225.44832959262396,263.60361469071836,140.3808147981755,0.06983147207413645,0.10141212195707533,0.05203424978341476,0.0005279612055303985,580.6142816209227
